leaid,district_name,fips_state,total_revenue,federal_revenue,state_local_revenue,state_abbr,saipe_district_name,total_pop,child_poverty_est,child_pop,pct_child_poverty
0100270,BALDWIN COUNTY SCHOOL DISTRICT,1,626970,58642,568328,,,,,,
0102550,ONEONTA CITY SCHOOL DISTRICT,1,21063,2228,18835,,,,,,
0102760,PIEDMONT CITY SCHOOL DISTRICT,1,18215,2125,16090,,,,,,
0100690,CHOCTAW COUNTY SCHOOL DISTRICT,1,25029,7730,17299,,,,,,
0100900,COOSA COUNTY SCHOOL DISTRICT,1,15913,3025,12888,,,,,,
0102970,SELMA CITY SCHOOL DISTRICT,1,54896,20495,34401,,,,,,
0101230,DOTHAN CITY SCHOOL DISTRICT,1,130232,29470,100762,,,,,,
0101440,FAIRFIELD CITY SCHOOL DISTRICT,1,28806,7109,21697,,,,,,
0100120,ATHENS CITY SCHOOL DISTRICT,1,96519,8347,88172,,,,,,
0102730,PICKENS COUNTY SCHOOL DISTRICT,1,40221,9986,30235,,,,,,
0103062,ST CLAIR COUNTY SCHOOL DISTRICT,1,144848,15697,129151,,,,,,
0103030,SHELBY COUNTY SCHOOL DISTRICT,1,350862,24399,326463,,,,,,
0103120,SYLACAUGA CITY SCHOOL DISTRICT,1,31937,4660,27277,,,,,,
0103180,TALLADEGA COUNTY SCHOOL DISTRICT,1,116608,23071,93537,,,,,,
0103210,TALLAPOOSA COUNTY SCHOOL DISTRICT,1,50603,9666,40937,,,,,,
0101890,JASPER CITY SCHOOL DISTRICT,1,45386,5219,40167,,,,,,
0101720,HALEYVILLE CITY SCHOOL DISTRICT,1,25337,4450,20887,,,,,,
0100750,CLAY COUNTY SCHOOL DISTRICT,1,30027,5950,24077,,,,,,
0101260,ELBA CITY SCHOOL DISTRICT,1,12121,2049,10072,,,,,,
0100840,COLBERT COUNTY SCHOOL DISTRICT,1,47410,8025,39385,,,,,,
0100060,ANDALUSIA CITY SCHOOL DISTRICT,1,31180,6222,24958,,,,,,
0102610,OPP CITY SCHOOL DISTRICT,1,23280,3389,19891,,,,,,
0101020,CULLMAN COUNTY SCHOOL DISTRICT,1,153650,19499,134151,,,,,,
0101080,DALEVILLE CITY SCHOOL DISTRICT,1,19518,4818,14700,,,,,,
0101140,DE KALB COUNTY SCHOOL DISTRICT,1,146930,32224,114706,,,,,,
0101560,FORT PAYNE CITY SCHOOL DISTRICT,1,52953,8831,44122,,,,,,
0100450,BREWTON CITY SCHOOL DISTRICT,1,21759,3126,18633,,,,,,
0101470,FAYETTE COUNTY SCHOOL DISTRICT,1,35728,5405,30323,,,,,,
0101830,JACKSON COUNTY SCHOOL DISTRICT,1,89402,15872,73530,,,,,,
0100390,BIRMINGHAM CITY SCHOOL DISTRICT,1,470121,133218,336903,,,,,,
0101760,HOMEWOOD CITY SCHOOL DISTRICT,1,88108,3723,84385,,,,,,
0103430,VESTAVIA HILLS CITY SCHOOL DISTRICT,1,135452,3583,131869,,,,,,
0102580,OPELIKA CITY SCHOOLS,1,92281,13187,79094,,,,,,
0100210,AUBURN CITY SCHOOL DISTRICT,1,178344,13224,165120,,,,,,
0102160,LOWNDES COUNTY SCHOOL DISTRICT,1,29667,9398,20269,,,,,,
0102220,MADISON COUNTY SCHOOL DISTRICT,1,321102,27098,294004,,,,,,
0100006,MARSHALL COUNTY SCHOOL DISTRICT,1,106769,22041,84728,,,,,,
0101690,GUNTERSVILLE CITY SCHOOL DISTRICT,1,34755,2772,31983,,,,,,
0101170,DECATUR CITY SCHOOL DISTRICT,1,164872,23459,141413,,,,,,
0102670,PERRY COUNTY SCHOOL DISTRICT,1,25004,9636,15368,,,,,,
0103450,WALKER COUNTY SCHOOL DISTRICT,1,119947,20649,99298,,,,,,
0103580,WINSTON COUNTY SCHOOL DISTRICT,1,46502,8350,38152,,,,,,
0100240,AUTAUGA COUNTY SCHOOL DISTRICT,1,130496,18613,111883,,,,,,
0100300,BARBOUR COUNTY SCHOOL DISTRICT,1,16680,4553,12127,,,,,,
0100480,BULLOCK COUNTY SCHOOL DISTRICT,1,24166,6038,18128,,,,,,
0100090,ANNISTON CITY SCHOOL DISTRICT,1,39550,11376,28174,,,,,,
0100600,CHAMBERS COUNTY SCHOOL DISTRICT,1,51958,13464,38494,,,,,,
0100660,CHILTON COUNTY SCHOOL DISTRICT,1,116337,21322,95015,,,,,,
0100720,CLARKE COUNTY SCHOOL DISTRICT,1,38366,6971,31395,,,,,,
0103300,THOMASVILLE CITY SCHOOL DISTRICT,1,18479,2825,15654,,,,,,
0100810,COFFEE COUNTY SCHOOL DISTRICT,1,44331,6398,37933,,,,,,
0101320,ENTERPRISE CITY SCHOOL DISTRICT,1,100920,13435,87485,,,,,,
0103000,SHEFFIELD CITY SCHOOL DISTRICT,1,20329,4530,15799,,,,,,
0100870,CONECUH COUNTY SCHOOL DISTRICT,1,34771,11017,23754,,,,,,
0100930,COVINGTON COUNTY SCHOOL DISTRICT,1,48227,7612,40615,,,,,,
0100960,CRENSHAW COUNTY SCHOOL DISTRICT,1,39330,8829,30501,,,,,,
0101050,DALE COUNTY SCHOOL DISTRICT,1,56424,9170,47254,,,,,,
0102640,OZARK CITY SCHOOL DISTRICT,1,37364,9141,28223,,,,,,
0101110,DALLAS COUNTY SCHOOL DISTRICT,1,53693,19422,34271,,,,,,
0103240,TALLASSEE CITY SCHOOL DISTRICT,1,23367,3071,20296,,,,,,
0100180,ATTALLA CITY SCHOOL DISTRICT,1,22165,3436,18729,,,,,,
0101590,FRANKLIN COUNTY SCHOOL DISTRICT,1,60416,10904,49512,,,,,,
0102910,RUSSELLVILLE CITY SCHOOLS,1,46412,8553,37859,,,,,,
0100330,BESSEMER CITY SCHOOL DISTRICT,1,65533,19629,45904,,,,,,
0101920,JEFFERSON COUNTY BOARD OF EDUCATION,1,591614,76968,514646,,,,,,
0102490,MOUNTAIN BROOK SCHOOLS,1,105568,1955,103613,,,,,,
0102070,LEE COUNTY SCHOOL DISTRICT,1,166119,27680,138439,,,,,,
0102190,MACON COUNTY SCHOOL DISTRICT,1,37956,6799,31157,,,,,,
0101800,HUNTSVILLE CITY SCHOOL DISTRICT,1,472640,53639,419001,,,,,,
0102310,MARION COUNTY SCHOOL DISTRICT,1,53790,10419,43371,,,,,,
0102880,RUSSELL COUNTY SCHOOL DISTRICT,1,59211,12949,46262,,,,,,
0102650,PELL CITY SCHOOL DISTRICT,1,65562,7948,57614,,,,,,
0103090,SUMTER COUNTY SCHOOL DISTRICT,1,30053,11953,18100,,,,,,
0103150,TALLADEGA CITY SCHOOL DISTRICT,1,30591,9129,21462,,,,,,
0100030,ALEXANDER CITY SCHOOL DISTRICT,1,56493,8328,48165,,,,,,
0101410,EUFAULA CITY SCHOOL DISTRICT,1,72937,11017,61920,,,,,,
0100780,CLEBURNE COUNTY SCHOOL DISTRICT,1,38744,5878,32866,,,,,,
0101680,GREENE COUNTY SCHOOL DISTRICT,1,24075,7933,16142,,,,,,
0103390,TUSCALOOSA COUNTY SCHOOL DISTRICT,1,274747,35570,239177,,,,,,
0101380,ETOWAH COUNTY BOARD OF EDUCATION,1,126289,20493,105796,,,,,,
0102635,OXFORD CITY SCHOOL DISTRICT,1,69649,9434,60215,,,,,,
0101980,LANETT CITY SCHOOL DISTRICT,1,16901,4281,12620,,,,,,
0103420,TUSCUMBIA CITY SCHOOL DISTRICT,1,24828,2811,22017,,,,,,
0100990,CULLMAN CITY SCHOOL DISTRICT,1,55408,6340,49068,,,,,,
0101350,ESCAMBIA COUNTY SCHOOL DISTRICT,1,78146,18412,59734,,,,,,
0101740,HENRY COUNTY SCHOOL DISTRICT,1,38879,6828,32051,,,,,,
0102010,LAUDERDALE COUNTY SCHOOL DISTRICT,1,119693,11904,107789,,,,,,
0102700,PHENIX CITY SCHOOL DISTRICT,1,108632,18340,90292,,,,,,
0100360,BIBB COUNTY SCHOOL DISTRICT,1,53013,8884,44129,,,,,,
0100420,BLOUNT COUNTY SCHOOL DISTRICT,1,112036,15470,96566,,,,,,
0101950,LAMAR COUNTY SCHOOL DISTRICT,1,37532,7263,30269,,,,,,
0102100,LIMESTONE COUNTY SCHOOL DISTRICT,1,203881,21900,181981,,,,,,
0101200,DEMOPOLIS CITY SCHOOL DISTRICT,1,35683,7694,27989,,,,,,
0101730,HARTSELLE CITY SCHOOL DISTRICT,1,74075,2655,71420,,,,,,
0102790,PIKE COUNTY SCHOOL DISTRICT,1,37927,7698,30229,,,,,,
0102520,MUSCLE SHOALS CITY SCHOOL DISTRICT,1,49217,4480,44737,,,,,,
0100540,CALHOUN COUNTY SCHOOL DISTRICT,1,126310,15417,110893,,,,,,
0100011,LEEDS CITY SCHOOL DISTRICT,1,40060,4125,35935,,,,,,
0100012,BOAZ CITY SCHOOL DISTRICT,1,42739,5612,37127,,,,,,
0100013,TRUSSVILLE CITY SCHOOL DISTRICT,1,91534,3048,88486,,,,,,
0100190,ALABASTER CITY SCHOOL DISTRICT,1,110904,7978,102926,,,,,,
0100202,GULF SHORES CITY SCHOOL DISTRICT,1,45442,2708,42734,,,,,,
0200150,KETCHIKAN-GATEWAY BOROUGH SCHOOL DISTRICT,2,50371,4385,45986,,,,,,
0200210,JUNEAU BOROUGH SCHOOL DISTRICT,2,95371,8051,87320,,,,,,
0200090,CRAIG CITY SCHOOL DISTRICT,2,9059,2038,7021,,,,,,
0200610,NORTH SLOPE BOROUGH SCHOOLS,2,94891,17477,77414,,,,,,
0200770,DENALI BOROUGH SCHOOL DISTRICT,2,11443,614,10829,,,,,,
0200570,NOME CITY SCHOOL DISTRICT,2,17967,2638,15329,,,,,,
0200450,KLAWOCK CITY SCHOOL DISTRICT,2,6179,3336,2843,,,,,,
0200600,FAIRBANKS N STAR BOROUGH SCHOOL DISTRICT,2,243085,48612,194473,,,,,,
0200630,PELICAN CITY SCHOOL DISTRICT,2,570,63,507,,,,,,
0200360,KAKE CITY SCHOOL DISTRICT,2,4802,1559,3243,,,,,,
0200180,ANCHORAGE SCHOOL DISTRICT,2,805025,131857,673168,,,,,,
0200240,SITKA BOROUGH SCHOOLS,2,28739,2397,26342,,,,,,
0200780,VALDEZ CITY SCHOOL DISTRICT,2,20618,1014,19604,,,,,,
0200120,DILLINGHAM CITY SCHOOL DISTRICT,2,15305,5330,9975,,,,,,
0200680,ST MARYS SCHOOL DISTRICT,2,7432,2692,4740,,,,,,
0200840,YAKUTAT SCHOOL DISTRICT,2,2654,497,2157,,,,,,
0200690,SKAGWAY SCHOOL DISTRICT,2,4525,130,4395,,,,,,
0200730,CHATHAM REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,6665,2640,4025,,,,,,
0200760,KUSPUK REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,15195,6627,8568,,,,,,
0200020,BERING STRAIT REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,72258,32306,39952,,,,,,
0200800,CHUGACH REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,10522,1704,8818,,,,,,
0200003,LOWER YUKON REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,94980,53625,41355,,,,,,
0200775,YUKON FLATS REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,11695,6114,5581,,,,,,
0200050,ALASKA GATEWAY REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,16488,5077,11411,,,,,,
0200520,IDITAROD REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,9481,2773,6708,,,,,,
0200100,DELTA-GREELY REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,15623,1926,13697,,,,,,
0200810,WRANGELL CITY SCHOOL DISTRICT,2,6615,690,5925,,,,,,
0200660,PETERSBURG CITY SCHOOL DISTRICT,2,13123,1730,11393,,,,,,
0407130,ROUND VALLEY UNIFIED SCHOOL DISRICT 10,4,21119,3630,17489,,,,,,
0400750,APACHE SCHOOL DISTRICT 42,4,309,50,259,,,,,,
0401330,BOWIE SCHOOL DISTRICT 14,4,2072,280,1792,,,,,,
0402490,DOUBLE ADOBE SCHOOL DISTRICT 45,4,951,343,608,,,,,,
0408600,TOMBSTONE SCHOOL DISTRICT 1,4,17346,2075,15271,,,,,,
0403660,HACKBERRY SCHOOL DISTRICT 3,4,1323,196,1127,,,,,,
0405730,OWENS WHITNEY SCHOOL DISTRICT 6,4,1047,57,990,,,,,,
0408880,VALENTINE SCHOOL DISTRICT 22,4,2379,1236,1143,,,,,,
0409460,WINSLOW UNIFIED SCHOOL DISTRICT 1,4,31001,11735,19266,,,,,,
0400790,APACHE JUNCTION UNIFIED SCHOOL DISTRICT 43,4,53429,11880,41549,,,,,,
0403240,GADSDEN SCHOOL DISTRICT 32,4,67161,18813,48348,,,,,,
0409630,YUMA UNION HIGH SCHOOL DISTRICT 70,4,156820,25076,131744,,,,,,
0400005,SALOME SCHOOL DISTRICT 30,4,2243,420,1823,,,,,,
0402130,COCHISE ELEMENTARY SCH DISTRICT 26,4,2232,114,2118,,,,,,
0402530,DOUGLAS UNIFIED SCHOOL DISTRICT 27,4,55733,15410,40323,,,,,,
0401260,BONITA SCHOOL DISTRICT 16,4,2130,194,1936,,,,,,
0407860,SOLOMONVILLE SCHOOL DISTRICT 5,4,2661,450,2211,,,,,,
0401230,BLUE SCHOOL DISTRICT 22,4,418,268,150,,,,,,
0402600,DUNCAN UNIFIED SCHOOL DISTRICT 2,4,5808,864,4944,,,,,,
0400480,AGUILA SCHOOL DISTRICT 63,4,2416,708,1708,,,,,,
0404380,LITCHFIELD ELEMENTARY SCHOOL DISTRICT 79,4,135400,15011,120389,,,,,,
0405100,MOBILE ELEMENTARY SCHOOL DISTRICT 86,4,1225,77,1148,,,,,,
0405460,NADABURG SCHOOL DISTRICT 81,4,43794,2807,40987,,,,,,
0405670,OSBORN SCHOOL DISTRICT 8,4,44203,10972,33231,,,,,,
0406210,PENDERGAST SCHOOL DISTRICT 92,4,110872,17596,93276,,,,,,
0403820,HOLBROOK UNIFIED SCHOOL DISTRICT 3,4,41291,16748,24543,,,,,,
0407820,SNOWFLAKE UNIFIED SCHOOL DISTRICT 5,4,32828,4284,28544,,,,,,
0409160,WHITERIVER UNIFIED SCHOOL DISTRICT 20,4,63071,35778,27293,,,,,,
0400026,HEBER OVERGAARD SCHOOL DISTRICT,4,8867,1588,7279,,,,,,
0402820,EMPIRE SCHOOL DISTRICT 37,4,299,0,299,,,,,,
0401000,BAGDAD UNIFIED SCHOOL DISTRICT 20,4,10358,435,9923,,,,,,
0401650,CANON ELEMENTARY SCHOOL DISTRICT 50,4,3047,1112,1935,,,,,,
0400003,CHINO VALLEY UNIFIED SCHOOL DISTRICT 51,4,40518,5012,35506,,,,,,
0402460,CROWN KING SCHOOL DISTRICT 41,4,248,77,171,,,,,,
0404820,MAYER UNIFIED SCHOOL DISTRICT 43,4,9343,2165,7178,,,,,,
0409090,WELLTON SCHOOL DISTRICT 24,4,2682,594,2088,,,,,,
0401290,BOUSE SCHOOL DISTRICT 26,4,2323,180,2143,,,,,,
0405980,PARKER SCHOOL DISTRICT 27,4,32889,14046,18843,,,,,,
0409120,WENDEN SCHOOL DISTRICT 19,4,1697,230,1467,,,,,,
0403860,MARICOPA COUNTY REGIONAL SCHOOL DISTRICT,4,4723,2633,2090,,,,,,
0408680,TUBA CITY UNIFIED SCHOOL DISTRICT 15,4,38685,23090,15595,,,,,,
0409310,WILLIAMS SCHOOL DISTRICT 2,4,11867,4084,7783,,,,,,
0405760,TONTO SCHOOL DISTRICT 33,4,2059,296,1763,,,,,,
0406960,SAN CARLOS UNIFIED SCHOOL DISTRICT 20,4,33512,19161,14351,,,,,,
0406440,PIMA UNIFIED SCHOOL DISTRICT 6,4,18376,1285,17091,,,,,,
0401460,SIERRA VISTA UNIFIED SCHOOL DISTRICT 68,4,68239,10072,58167,,,,,,
0405430,NACO SCHOOL DISTRICT 23,4,3980,307,3673,,,,,,
0408910,VALLEY UNION HIGH SCHOOL DISTRICT 22,4,2233,145,2088,,,,,,
0402860,FLAGSTAFF SCHOOL DISTRICT 1,4,134259,20611,113648,,,,,,
0400600,ALHAMBRA ELEM SCHOOL DISTRICT 68,4,175115,66514,108601,,,,,,
0404290,LAVEEN SCHOOL DISTRICT 59,4,107775,15875,91900,,,,,,
0404440,LITTLETON ELEMENTARY SCHOOL DISTRICT 65,4,85131,17432,67699,,,,,,
0404500,MADISON ELEMENTARY SCHOOL DISTRICT 38,4,94010,7946,86064,,,,,,
0404970,MESA UNIFIED SCHOOL DISTRICT,4,865120,159625,705495,,,,,,
0405340,MORRISTOWN SCHOOL DISTRICT 75,4,2099,330,1769,,,,,,
0408430,PALOMA SCHOOL DISTRICT 94,4,3458,997,2461,,,,,,
0408490,TOLLESON ELEMENTARY SCHOOL DISTRICT 17,4,42513,9249,33264,,,,,,
0409060,WASHINGTON SCHOOL DISTRICT 6,4,322493,97355,225138,,,,,,
0409390,WILSON SCHOOL DISTRICT 7,4,21186,5149,16037,,,,,,
0403040,FOUNTAIN HILLS SCHOOL DISTRICT 98,4,17676,2658,15018,,,,,,
0400023,PINON SCHOOL UNIFIED SCHOOL DISTRICT 4,4,36677,25677,11000,,,,,,
0403010,FLOWING WELLS SCHOOL DISTRICT 8,4,74449,15427,59022,,,,,,
0406930,REDINGTON SCHOOL DISTRICT 44,4,121,0,121,,,,,,
0407380,SAN FERNANDO SCHOOL DISTRICT 35,4,485,163,322,,,,,,
0408170,SUNNYSIDE SCHOOL DISTRICT 12,4,177300,36303,140997,,,,,,
0406850,RAY SCHOOL DISTRICT 3,4,5842,943,4899,,,,,,
0406900,RED ROCK SCHOOL DISTRICT 5,4,6552,822,5730,,,,,,
0408230,SUPERIOR SCHOOL DISTRICT 15,4,5704,1204,4500,,,,,,
0403990,J O COMBS UNIFIED SCHOOL DISTRICT 44,4,51646,6520,45126,,,,,,
0407520,SANTA CRUZ VALLEY SCHOOL DISTRICT 35,4,50571,6490,44081,,,,,,
0401080,BEAVER CREEK SCHOOL DISTRICT 26,4,7383,770,6613,,,,,,
0405220,MOHAWK VALLEY SCHOOL DISTRICT 17,4,5760,502,5258,,,,,,
0409600,YUMA ELEMENTARY SCHOOL DISTRICT 1,4,126920,32912,94008,,,,,,
0406780,QUARTZSITE ELEMENTARY DISTRICT,4,5927,360,5567,,,,,,
0401160,BICENTENNIAL UNION HIGH SCHOOL DISTRICT 76,4,2843,700,2143,,,,,,
0409250,WILLCOX SCHOOL DISTRICT 13,4,17507,2248,15259,,,,,,
0402690,DYSART SCHOOL DISTRICT 89,4,315068,40728,274340,,,,,,
0409731,EAST VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,4,91002,7054,83948,,,,,,
0405530,NOGALES UNIFIED SCHOOL DISTRICT 1,4,72665,14681,57984,,,,,,
0400960,AVONDALE SCHOOL DISTRICT 44,4,83931,15695,68236,,,,,,
0403080,FREDONIA-MOCCASIN BI-COUNTY SCHOOL DISTRICT 6,4,4151,1219,2932,,,,,,
0403060,FOWLER SCHOOL DISTRICT 45,4,53407,14058,39349,,,,,,
0405400,MURPHY SCHOOL DISTRICT 21,4,20041,6845,13196,,,,,,
0405930,PARADISE VALLEY SCHOOL DISTRICT 69 AND 217,4,415635,40675,374960,,,,,,
0400021,COLORADO CITY UNIFIED SCHOOL DISTRICT 14,4,15213,7139,8074,,,,,,
0408310,TEMPE ELEMENTARY SCHOOL DISTRICT 3,4,175762,21081,154681,,,,,,
0409190,WICKENBURG UNIFIED SCHOOL DISTRICT 9,4,19379,3881,15498,,,,,,
0401810,CEDAR UNIFIED SCHOOL DISTRICT 25,4,7248,5163,2085,,,,,,
0401760,CATALINA FOOTHILLS SCHOOL DISTRICT 16,4,71260,4574,66686,,,,,,
0407300,SAHUARITA SCHOOL DISTRICT 30,4,81536,4262,77274,,,,,,
0403150,FORT HUACHUCA ACCOMMODATION SCHOOL,4,18785,11996,6789,,,,,,
0403730,HAYDEN-WINKELMAN SCHOOL DISTRICT 41,4,6107,824,5283,,,,,,
0103540,WINFIELD CITY SCHOOL DISTRICT,1,21841,3214,18627,,,,,,
0100005,ALBERTVILLE CITY SCHOOL DISTRICT,1,94239,17391,76848,,,,,,
0102400,MONROE COUNTY SCHOOL DISTRICT,1,52559,11502,41057,,,,,,
0102430,MONTGOMERY COUNTY SCHOOL DISTRICT,1,452750,119024,333726,,,,,,
0102820,RANDOLPH COUNTY SCHOOL DISTRICT,1,37964,5460,32504,,,,,,
0103360,TUSCALOOSA CITY SCHOOL DISTRICT,1,209121,39120,170001,,,,,,
0103480,WASHINGTON COUNTY SCHOOL DISTRICT,1,43069,9371,33698,,,,,,
0103510,WILCOX COUNTY SCHOOL DISTRICT,1,31955,9103,22852,,,,,,
0100510,BUTLER COUNTY SCHOOL DISTRICT,1,48208,10756,37452,,,,,,
0102370,MOBILE COUNTY SCHOOL DISTRICT,1,928454,256659,671795,,,,,,
0103270,TARRANT CITY SCHOOL DISTRICT,1,23216,6333,16883,,,,,,
0102130,LINDEN CITY SCHOOL DISTRICT,1,11656,3519,8137,,,,,,
0100630,CHEROKEE COUNTY SCHOOL DISTRICT,1,65622,10932,54690,,,,,,
0101770,HOUSTON COUNTY SCHOOL DISTRICT,1,102203,14932,87271,,,,,,
0102040,LAWRENCE COUNTY SCHOOL DISTRICT,1,80005,14440,65565,,,,,,
0101530,FLORENCE CITY SCHOOL DISTRICT,1,90857,12204,78653,,,,,,
0102250,MARENGO COUNTY SCHOOL DISTRICT,1,20250,5390,14860,,,,,,
0100100,ARAB CITY SCHOOL DISTRICT,1,41653,3579,38074,,,,,,
0103330,TROY CITY SCHOOL DISTRICT,1,33028,8889,24139,,,,,,
0101660,GENEVA COUNTY SCHOOL DISTRICT,1,46676,10963,35713,,,,,,
0101860,JACKSONVILLE CITY SCHOOL DISTRICT,1,27674,4818,22856,,,,,,
0101620,GADSDEN CITY SCHOOL DISTRICT,1,84027,23268,60759,,,,,,
0101640,GENEVA CITY SCHOOL DISTRICT,1,21940,3863,18077,,,,,,
0102940,SCOTTSBORO CITY SCHOOL DISTRICT,1,41282,5005,36277,,,,,,
0100007,HOOVER CITY SCHOOL DISTRICT,1,260112,12340,247772,,,,,,
0102480,MORGAN COUNTY SCHOOL DISTRICT,1,131128,15892,115236,,,,,,
0102850,ROANOKE CITY SCHOOL DISTRICT,1,22461,4317,18144,,,,,,
0101290,ELMORE COUNTY SCHOOL DISTRICT,1,181134,32539,148595,,,,,,
0101710,HALE COUNTY SCHOOL DISTRICT,1,39906,11094,28812,,,,,,
0100008,MADISON CITY SCHOOL DISTRICT,1,230444,8531,221913,,,,,,
0100185,SARALAND CITY SCHOOLS,1,54679,3779,50900,,,,,,
0100188,CHICKASAW CITY SCHOOLS,1,32148,4136,28012,,,,,,
0100189,SATSUMA CITY SCHOOL DISTRICT,1,26275,2308,23967,,,,,,
0100195,PIKE ROAD SCHOOL DISTRICT,1,46569,1234,45335,,,,,,
0100194,PELHAM CITY SCHOOLS BOARD OF EDUCATION,1,64234,3804,60430,,,,,,
0200715,TANANA CITY SCHOOL DISTRICT,2,895,190,705,,,,,,
0200030,BRISTOL BAY BOROUGH SCHOOL DISTRICT,2,6022,2012,4010,,,,,,
0200270,HAINES BOROUGH SCHOOL DISTRICT,2,7288,691,6597,,,,,,
0200625,NORTHWEST ARCTIC BOROUGH SCHOOLS,2,93104,32146,60958,,,,,,
0200510,MATANUSKA SUSITNA BOROUGH SCHOOL DISTRICT,2,356045,45703,310342,,,,,,
0200480,KODIAK ISLAND BOROUGH SCHOOL DISTRICT,2,60628,8578,52050,,,,,,
0200007,ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,2,10083,3647,6436,,,,,,
0200130,GALENA CITY SCHOOL DISTRICT,2,60623,3116,57507,,,,,,
0200390,KENAI PENINSULA BOROUGH SCHOOL DISTRICT,2,175905,22061,153844,,,,,,
0200720,UNALASKA CITY SCHOOL DISTRICT,2,11202,533,10669,,,,,,
0200300,HOONAH CITY SCHOOL DISTRICT,2,5309,1590,3719,,,,,,
0200540,NENANA CITY SCHOOL DISTRICT,2,18108,1384,16724,,,,,,
0200330,HYDABURG CITY SCHOOL DISTRICT,2,4738,2477,2261,,,,,,
0200060,CORDOVA CITY SCHOOL DISTRICT,2,9438,983,8455,,,,,,
0200485,LAKE AND PENINSULA BOROUGH SCHOOLS,2,19765,5587,14178,,,,,,
0200005,KASHUNAMIUT SCHOOL DISTRICT,2,13540,8300,5240,,,,,,
0200004,YUPIIT SCHOOLS,2,22056,12357,9699,,,,,,
0200700,SOUTHEAST ISLANDS REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,10274,1965,8309,,,,,,
0200001,LOWER KUSKOKWIM REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,168347,57572,110775,,,,,,
0200862,YUKON-KOYUKUK REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,61211,13963,47248,,,,,,
0200525,ANNETTE ISLAND REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,14843,9479,5364,,,,,,
0200010,ALEUTIAN REGION SCHOOL DISTRICT,2,1273,174,1099,,,,,,
0200710,SOUTHWEST REGION SCHOOLS,2,26408,13976,12432,,,,,,
0200070,COPPER RIVER REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,9301,2037,7264,,,,,,
0200670,PRIBILOF ISLANDS REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2817,1036,1781,,,,,,
0200006,MOUNT EDGECUMBE HIGH SCHOOL AGENCY,2,13936,4749,9187,,,,,,
0405500,NAVAJO COUNTY ACCOMMODATION DISTRICT #99,4,465,67,398,,,,,,
0400630,ALPINE ELEM SCHOOL DISTRICT 7,4,1534,213,1321,,,,,,
0402190,CONCHO SCHOOL DISTRICT 6,4,4539,436,4103,,,,,,
0406740,SANDERS UNIFIED SCHOOL DISTRICT 18,4,17515,10290,7225,,,,,,
0407240,SAFFORD SCHOOL DISTRICT 1,4,34175,3336,30839,,,,,,
0401380,BUCKEYE SCHOOL DISTRICT 33,4,79107,10074,69033,,,,,,
0404320,LIBERTY SCHOOL DISTRICT 25,4,57674,5867,51807,,,,,,
0408820,UNION SCHOOL DISTRICT 62,4,21993,3877,18116,,,,,,
0407170,SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT,4,44413,4625,39788,,,,,,
0404720,MARICOPA SCHOOL DISTRICT 20,4,128706,16492,112214,,,,,,
0407530,SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT 840,4,6581,599,5982,,,,,,
0407920,SONOITA SCHOOL DISTRICT 25,4,3192,519,2673,,,,,,
0402220,CONGRESS SCHOOL DISTRICT 17,4,2750,494,2256,,,,,,
0409360,WILLIAMSON VALLEY SCHOOL DISTRICT 2,4,385,2,383,,,,,,
0404920,MCNEAL SCHOOL DISTRICT 55,4,1083,223,860,,,,,,
0406630,POMERENE SCHOOL DISTRICT 64,4,1707,271,1436,,,,,,
0404530,MAINE CONSOLIDATED SCHOOL DISTRICT 10,4,3406,678,2728,,,,,,
0401920,CHEVELON BUTTE SCHOOL DISTRICT 5,4,536,0,536,,,,,,
0405030,MIAMI UNIFIED SCHOOL DISTRICT 40,4,14176,4152,10024,,,,,,
0401050,BALSZ SCHOOL DISTRICT 31,4,47799,13185,34614,,,,,,
0401680,CARTWRIGHT SCHOOL DISTRICT 83,4,194375,48873,145502,,,,,,
0401870,CHANDLER UNIFIED SCHOOL DISTRICT 80,4,598938,60833,538105,,,,,,
0403400,GILBERT SCHOOL DISTRICT 41,4,429641,25615,404026,,,,,,
0404230,KYRENE SCHOOL DISTRICT 28,4,207113,18535,188578,,,,,,
0406250,PEORIA UNIFIED SCHOOL DISTRICT 11,4,458890,56369,402521,,,,,,
