source_id,source_name,state,source_city,CEEB,nu_name,nu_city,name_score_set,name_score_sort,city_match,tier,needs_review,final_tier,decision_source,CEEB_final
0200731,Mat-Su Career & Tech Ed High School,AK,WASILLA,021080,mat-su career & tech hs,WASILLA,100,95.77464788732395,t,auto_accept,f,accept,original_auto_accept,021080
0200747,Mat-Su Middle College School,AK,PALMER,020207,Eek School,EEK,75,47.36842105263158,f,reject,f,reject,original_reject,
0200407,Mat-Su Secondary School,AK,PALMER,020091,Benny Benson Secondary School,ANCHORAGE,82.05128205128204,65.38461538461539,f,review,t,reject,rule_diff_city_weak_name,
0200432,McLaughlin Secondary School,AK,ANCHORAGE,020082,Mclaughlin School,ANCHORAGE,100,77.27272727272727,t,review,t,accept,rule_same_city_superset,020082
0200648,Metlakatla High School,AK,METLAKATLA,020083,Metlakatla High School,METLAKATLA,100,100,t,auto_accept,f,accept,original_auto_accept,020083
0200558,Mt. Edgecumbe High School,AK,SITKA,020085,Mount Edgecumbe High School,SITKA,100,100,t,auto_accept,f,accept,original_auto_accept,020085
0200645,Nikiski Middle/Senior High School,AK,NIKISKI,020274,Nikiski Junior Senior High School,NIKISKI,88.13559322033899,84.84848484848484,t,auto_accept,f,accept,original_auto_accept,020274
0200568,Nome-Beltz Middle/High,AK,NOME,020100,Nome Beltz High School,NOME,81.08108108108108,68.18181818181819,t,review,t,accept,rule_symmetric_tokens_same_city,020100
0200273,North Pole High School,AK,NORTH POLE,020029,North Pole High School,NORTH POLE,100,100,t,auto_accept,f,accept,original_auto_accept,020029
0210165,North Star College,AK,FAIRBANKS,020029,North Pole High School,NORTH POLE,55,44.99999999999999,f,reject,f,reject,original_reject,
0200035,Pacific High School,AK,SITKA,020321,Pacific High School,SITKA,100,100,t,auto_accept,f,accept,original_auto_accept,020321
0200227,Palmer High School,AK,PALMER,020105,Palmer High School,PALMER,100,100,t,auto_accept,f,accept,original_auto_accept,020105
0200570,Petersburg High School,AK,PETERSBURG,020110,Petersburg High School,PETERSBURG,100,100,t,auto_accept,f,accept,original_auto_accept,020110
0200048,Revilla Jr/Sr High School,AK,KETCHIKAN,020244,Revilla High School,KETCHIKAN,100,86.36363636363636,t,auto_accept,f,accept,original_auto_accept,020244
0200735,River City Academy,AK,SOLDOTNA,020238,Meade River School,ATQASUK,61.111111111111114,50,f,reject,f,reject,original_reject,
0200109,S.A.V.E. High School,AK,ANCHORAGE,020297,Save High School,ANCHORAGE,81.48148148148148,74.28571428571429,t,review,t,accept,llm_claude_fable_5,020297
0200531,Service High School,AK,ANCHORAGE,020004,Robert Service High School,ANCHORAGE,100,84.44444444444444,t,auto_accept,f,accept,original_auto_accept,020004
0200540,Seward High School,AK,SEWARD,020125,Seward Junior Senior High School,SEWARD,100,72,t,review,t,accept,rule_same_city_superset,020125
0200635,Sidney C. Huntington Jr/Sr High School,AK,GALENA,020297,Save High School,ANCHORAGE,81.48148148148148,45.28301886792453,f,reject,f,reject,original_reject,
0200143,Sitka High School,AK,SITKA,020130,Sitka High School,SITKA,100,100,t,auto_accept,f,accept,original_auto_accept,020130
0200542,Soldotna High School,AK,SOLDOTNA,020131,Soldotna High School,SOLDOTNA,100,100,t,auto_accept,f,accept,original_auto_accept,020131
0200454,South Anchorage High School,AK,ANCHORAGE,020365,South Anchorage High School,ANCHORAGE,100,100,t,auto_accept,f,accept,original_auto_accept,020365
0200115,Steller Secondary School,AK,ANCHORAGE,020007,Steller Secondary School,ANCHORAGE,100,100,t,auto_accept,f,accept,original_auto_accept,020007
0200232,Susitna Valley High,AK,TALKEETNA,020136,Susitna Valley High School,TALKEETNA,100,84.44444444444444,t,auto_accept,f,accept,original_auto_accept,020136
0200661,Unalaska Jr/Sr High School,AK,UNALASKA,020140,Unalaska High School,UNALASKA,100,86.95652173913044,t,auto_accept,f,accept,original_auto_accept,020140
0200370,Valdez High School,AK,VALDEZ,020150,Valdez High School,VALDEZ,100,100,t,auto_accept,f,accept,original_auto_accept,020150
0200237,Wasilla High School,AK,WASILLA,020155,Wasilla High School,WASILLA,100,100,t,auto_accept,f,accept,original_auto_accept,020155
0200120,West High School,AK,ANCHORAGE,020000,West Anchorage High School,ANCHORAGE,100,76.19047619047619,t,review,t,accept,rule_same_city_superset,020000
0200281,West Valley High School,AK,FAIRBANKS,020028,West Valley High School,FAIRBANKS,100,100,t,auto_accept,f,accept,original_auto_accept,020028
0200576,Wrangell High School,AK,WRANGELL,020160,Wrangell High School,WRANGELL,100,100,t,auto_accept,f,accept,original_auto_accept,020160
0200738,Yaakoosge Daakahidi Alt. H.S.,AK,JUNEAU,020297,Save High School,ANCHORAGE,81.48148148148148,43.13725490196079,f,reject,f,reject,original_reject,
0100600,Abbeville High School,AL,ABBEVILLE,010000,Abbeville High School,ABBEVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,010000
0102432,Acceleration Day and Evening Academy,AL,MOBILE,011847,Pointe Academy,MOBILE,66.66666666666666,43.99999999999999,t,reject,f,reject,original_reject,
0101356,Addison High School,AL,ADDISON,010010,Addison High School,ADDISON,100,100,t,auto_accept,f,accept,original_auto_accept,010010
0102528,Alabama Aerospace and Aviation High School,AL,BESSEMER,011467,Lee High School,HUNTSVILLE,84.61538461538461,38.59649122807017,f,reject,f,reject,original_reject,
0101696,Albert P Brewer High School,AL,SOMERVILLE,012510,Albert P Brewer High School,SOMERVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,012510
0100871,Albertville High School,AL,ALBERTVILLE,010025,Albertville High School,ALBERTVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,010025
0102699,Albertville Innovation Academy,AL,ALBERTVILLE,011847,Pointe Academy,MOBILE,66.66666666666666,50,f,reject,f,reject,original_reject,
0100232,Alexandria High School,AL,ALEXANDRIA,010055,Alexandria High School,ALEXANDRIA,100,100,t,auto_accept,f,accept,original_auto_accept,010055
0101098,Aliceville High School,AL,ALICEVILLE,010060,Aliceville High School,ALICEVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,010060
0100762,Allen Thornton Career Technical Center,AL,KILLEN,010554,Tom Orr Career Technical Center,BUTLER,85.18518518518519,75.36231884057972,f,review,t,reject,rule_diff_city_no_subset,
0100989,Alma Bryant High School,AL,IRVINGTON,010251,Alma Bryant High School,IRVINGTON,100,100,t,auto_accept,f,accept,original_auto_accept,010251
0101155,Alternative Learning Center,AL,SEALE,011125,Florence Freshman Center,FLORENCE,58.8235294117647,47.05882352941176,f,reject,f,reject,original_reject,
0101395,Alternative Learning Center,AL,TROY,011125,Florence Freshman Center,FLORENCE,58.8235294117647,47.05882352941176,f,reject,f,reject,original_reject,
0100819,Alternative School,AL,FORT PAYNE,010335,altamont school,BIRMINGHAM,72.72727272727272,72.72727272727273,f,reject,f,reject,original_reject,
0100007,Andalusia High School,AL,ANDALUSIA,010080,Andalusia High School,ANDALUSIA,100,100,t,auto_accept,f,accept,original_auto_accept,010080
0101246,Anniston City Boot Camp School,AL,ANNISTON,010110,Anniston High School,ANNISTON,85.71428571428571,68,t,review,t,reject,llm_claude_fable_5,
0100011,Anniston High School,AL,ANNISTON,010110,Anniston High School,ANNISTON,100,100,t,auto_accept,f,accept,original_auto_accept,010110
0100028,Arab High School,AL,ARAB,010130,Arab High School,ARAB,100,100,t,auto_accept,f,accept,original_auto_accept,010130
0100797,Ardmore High School,AL,ARDMORE,010132,Ardmore High School,ARDMORE,100,100,t,auto_accept,f,accept,original_auto_accept,010132
0100872,Asbury High School,AL,ALBERTVILLE,010220,Auburn High School,AUBURN,88.88888888888889,88.88888888888889,f,review,t,reject,rule_diff_city_no_subset,
0100611,Ashford High School,AL,ASHFORD,010150,Ashford High School,ASHFORD,100,100,t,auto_accept,f,accept,original_auto_accept,010150
0101362,Ashville High School,AL,ASHVILLE,010165,Ashville High School,ASHVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,010165
0101472,Athens High School,AL,ATHENS,010175,Athens High School,ATHENS,100,100,t,auto_accept,f,accept,original_auto_accept,010175
0100036,Auburn High School,AL,AUBURN,010220,Auburn High School,AUBURN,100,100,t,auto_accept,f,accept,original_auto_accept,010220
0100037,Auburn Junior High School,AL,AUBURN,010220,Auburn High School,AUBURN,100,83.72093023255813,t,auto_accept,f,accept,original_auto_accept,010220
0100426,Austin High School,AL,DECATUR,010856,Austin High School,DECATUR,100,100,t,auto_accept,f,accept,original_auto_accept,010856
0102456,Austin Junior High School,AL,DECATUR,010856,Austin High School,DECATUR,100,83.72093023255813,t,auto_accept,f,accept,original_auto_accept,010856
0100590,Autauga County Technology Center,AL,PRATTVILLE,011354,Hayleyville Center Of Technology,HALEYVILLE,69.38775510204081,59.375,f,reject,f,reject,original_reject,
0100899,Baker High School,AL,MOBILE,012525,Baker High School,MOBILE,100,100,t,auto_accept,f,accept,original_auto_accept,012525
0101810,Baldwin County High School,AL,BAY MINETTE,010245,Baldwin County High School,BAY MINETTE,100,100,t,auto_accept,f,accept,original_auto_accept,010245
0102443,Baldwin County Virtual School,AL,DAPHNE,010245,Baldwin County High School,BAY MINETTE,89.36170212765957,76.36363636363637,f,review,t,reject,rule_diff_city_no_subset,
0102701,Baldwin Preparatory Academy,AL,LOXLEY,011847,Pointe Academy,MOBILE,66.66666666666666,53.65853658536586,f,reject,f,reject,original_reject,
0100074,Barbour County High School,AL,CLAYTON,010690,Barbour County High School,CLAYTON,100,100,t,auto_accept,f,accept,original_auto_accept,010690
0101210,BB Comer Memorial High School,AL,SYLACAUGA,012560,B B Comer Memorial High School,SYLACAUGA,98.24561403508773,98.30508474576271,t,auto_accept,f,accept,original_auto_accept,012560
0100790,Beauregard High School,AL,OPELIKA,012050,Beauregard High School,OPELIKA,100,100,t,auto_accept,f,accept,original_auto_accept,012050
0101194,BellBrown Career Technical Center,AL,LIVINGSTON,010554,Tom Orr Career Technical Center,BUTLER,85.18518518518519,71.875,f,review,t,reject,rule_diff_city_weak_name,
0100898,Ben C Rain High School,AL,MOBILE,011798,Ben C Rain High School,MOBILE,100,100,t,auto_accept,f,accept,original_auto_accept,011798
0100003,Benjamin Russell High School,AL,ALEXANDER CITY,010035,Benjamin Russell High School,ALEXANDER CITY,100,100,t,auto_accept,f,accept,original_auto_accept,010035
0100521,Berry High School,AL,BERRY,010300,Berry High School,BERRY,100,100,t,auto_accept,f,accept,original_auto_accept,010300
0101267,Bessemer Center For Technology,AL,BESSEMER,011354,Hayleyville Center Of Technology,HALEYVILLE,72.34042553191489,61.29032258064516,f,reject,f,reject,original_reject,
0100087,Bessemer City High School,AL,BESSEMER,012115,Pell City High School,PELL CITY,86.48648648648648,69.56521739130434,f,review,t,reject,rule_diff_city_weak_name,
0100791,Beulah High School,AL,VALLEY,010445,Beulah High School,VALLEY,100,100,t,auto_accept,f,accept,original_auto_accept,010445
0100669,Bibb County Career Academy,AL,WEST BLOCTON,011847,Pointe Academy,MOBILE,66.66666666666666,55.00000000000001,f,reject,f,reject,original_reject,
0100092,Bibb County High School,AL,CENTREVILLE,010630,Bibb County High School,CENTREVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,010630
0100682,Blount County Career Technical Center,AL,CLEVELAND,010554,Tom Orr Career Technical Center,BUTLER,85.18518518518519,73.52941176470588,f,review,t,reject,rule_diff_city_no_subset,
0100874,Boaz High School,AL,BOAZ,010465,Boaz High School,BOAZ,100,100,t,auto_accept,f,accept,original_auto_accept,010465
0100831,Bob Jones High School,AL,MADISON,011697,Bob Jones High School,MADISON,100,100,t,auto_accept,f,accept,original_auto_accept,011697
0101811,Booker T Washington High,AL,TUSKEGEE,011874,Booker T Washington Magnet High School,MONTGOMERY,100,77.41935483870968,f,review,t,reject,rule_diff_city_no_subset,
0100504,Booker T Washington Magnet High School,AL,MONTGOMERY,011874,Booker T Washington Magnet High School,MONTGOMERY,100,100,t,auto_accept,f,accept,original_auto_accept,011874
0101457,Brewbaker Technology Magnet High School,AL,MONTGOMERY,010755,School Of Technology,COLUMBIANA,91.89189189189189,61.01694915254237,f,reject,f,reject,original_reject,
0102546,Bridge Academy,AL,OZARK,010841,bayside academy,DAPHNE,82.75862068965517,82.75862068965517,f,review,t,reject,rule_diff_city_no_subset,
0101585,Brindlee Mountain High School,AL,GUNTERSVILLE,010408,Oak Mountain High School,BIRMINGHAM,90.9090909090909,75.47169811320755,f,review,t,reject,rule_diff_city_no_subset,
0100764,Brooks High School,AL,KILLEN,011568,Brooks High School,KILLEN,100,100,t,auto_accept,f,accept,original_auto_accept,011568
0101274,Brookwood High School,AL,BROOKWOOD,010530,Brookwood High School,BROOKWOOD,100,100,t,auto_accept,f,accept,original_auto_accept,010530
0101683,Buckhorn High School,AL,NEW MARKET,011980,Buckhorn High School,NEW MARKET,100,100,t,auto_accept,f,accept,original_auto_accept,011980
0100688,Bullock County Career Technical Center,AL,UNION SPRINGS,010554,Tom Orr Career Technical Center,BUTLER,85.18518518518519,72.46376811594203,f,review,t,reject,rule_diff_city_no_subset,
0100218,Bullock County High School,AL,UNION SPRINGS,012730,Bullock County High School,UNION SPRINGS,100,100,t,auto_accept,f,accept,original_auto_accept,012730
0100690,Butler County Area Vocational School,AL,GREENVILLE,012819,Bibb County Area Vocational School,WEST BLOCTON,92.06349206349206,88.57142857142857,f,auto_accept,f,accept,original_auto_accept,012819
0101368,C I T Y Program,AL,GADSDEN,011896,Loveless Academic Magnet Program High School,MONTGOMERY,63.63636363636363,40.67796610169492,f,reject,f,reject,original_reject,
0101170,Calera High,AL,CALERA,010555,Calera High School,CALERA,100,75.86206896551724,t,review,t,accept,rule_same_city_superset,010555
0100708,Calhoun County Career Technical Center,AL,JACKSONVILLE,010554,Tom Orr Career Technical Center,BUTLER,85.18518518518519,72.46376811594203,f,review,t,reject,rule_diff_city_no_subset,
0100815,Calhoun High School,AL,LETOHATCHEE,010560,Calhoun High School,LETOHATCHEE,100,100,t,auto_accept,f,accept,original_auto_accept,010560
0100135,Carbon Hill High School,AL,CARBON HILL,010585,Carbon Hill High School,CARBON HILL,100,100,t,auto_accept,f,accept,original_auto_accept,010585
0102710,Career Academies of Decatur,AL,DECATUR,010554,Tom Orr Career Technical Center,BUTLER,55.172413793103445,51.72413793103448,f,reject,f,reject,original_reject,
0100853,Career Technical Center,AL,ATTALLA,010554,Tom Orr Career Technical Center,BUTLER,100,85.18518518518519,f,auto_accept,f,accept,original_auto_accept,010554
0102457,Career Technical Center,AL,DECATUR,010554,Tom Orr Career Technical Center,BUTLER,100,85.18518518518519,f,auto_accept,f,accept,original_auto_accept,010554
0101190,Career Technical Education Center,AL,COLUMBIANA,010554,Tom Orr Career Technical Center,BUTLER,85.18518518518519,78.125,f,review,t,reject,rule_diff_city_no_subset,
0101080,Carroll High School,AL,OZARK,012093,Carroll High School,OZARK,100,100,t,auto_accept,f,accept,original_auto_accept,012093
0101386,Carroll High School Career Center,AL,OZARK,012093,Carroll High School,OZARK,100,73.07692307692308,t,review,t,accept,rule_same_city_superset,012093
0102513,Carver 9th Grade Academy,AL,DOTHAN,011847,Pointe Academy,MOBILE,66.66666666666666,47.36842105263158,f,reject,f,reject,original_reject,
0101015,Carver Senior High School,AL,MONTGOMERY,011885,Carver Senior High School,MONTGOMERY,100,100,t,auto_accept,f,accept,original_auto_accept,011885
0100702,Center Point High School,AL,CENTER POINT,010810,West Point High School,CULLMAN,87.17948717948718,73.91304347826086,f,review,t,reject,rule_diff_city_no_subset,
0102140,Central Freshman Academy,AL,PHENIX CITY,011847,Pointe Academy,MOBILE,66.66666666666666,57.89473684210527,f,reject,f,reject,original_reject,
0100765,Central High School,AL,FLORENCE,010570,Wilcox Central High School,CAMDEN,100,84.44444444444444,f,review,t,reject,rule_diff_city_no_subset,
0100817,Central High School,AL,HAYNEVILLE,010570,Wilcox Central High School,CAMDEN,100,84.44444444444444,f,review,t,reject,rule_diff_city_no_subset,
0101088,Central High School,AL,PHENIX CITY,010570,Wilcox Central High School,CAMDEN,100,84.44444444444444,f,review,t,reject,rule_diff_city_no_subset,
0101749,Central High School,AL,ROCKFORD,010570,Wilcox Central High School,CAMDEN,100,84.44444444444444,f,review,t,reject,rule_diff_city_no_subset,
0101608,Central High School,AL,TUSCALOOSA,010570,Wilcox Central High School,CAMDEN,100,84.44444444444444,f,review,t,reject,rule_diff_city_no_subset,
0102210,Central High School of Clay County,AL,LINEVILLE,010155,Clay County High School,ASHLAND,100,80.70175438596492,f,review,t,reject,rule_diff_city_no_subset,
0100964,CF Vigor High School,AL,PRICHARD,012235,C F Vigor High School,PRICHARD,97.5609756097561,97.5609756097561,t,auto_accept,f,accept,original_auto_accept,012235
0101602,Charles Henderson High School,AL,TROY,012670,Charles Henderson High School,TROY,100,100,t,auto_accept,f,accept,original_auto_accept,012670
0101171,Chelsea High School,AL,CHELSEA,010648,Chelsea High School,CHELSEA,100,100,t,auto_accept,f,accept,original_auto_accept,010648
0100741,Cherokee County Career  Technology Center,AL,CENTRE,010620,Cherokee County High School,CENTRE,71.42857142857143,59.70149253731343,t,reject,f,reject,original_reject,
0100278,Cherokee County High School,AL,CENTRE,010620,Cherokee County High School,CENTRE,100,100,t,auto_accept,f,accept,original_auto_accept,010620
0100333,Cherokee High School,AL,CHEROKEE,010620,Cherokee County High School,CENTRE,100,85.1063829787234,f,auto_accept,f,accept,original_auto_accept,010620
0102194,Chickasaw City High School,AL,CHICKASAW,012115,Pell City High School,PELL CITY,86.48648648648648,68.08510638297872,f,review,t,reject,rule_diff_city_weak_name,
0101213,Childersburg High School,AL,CHILDERSBURG,010660,Childersburg High School,CHILDERSBURG,100,100,t,auto_accept,f,accept,original_auto_accept,010660
0102190,Chilton County Alternative School,AL,CLANTON,010675,Chilton County High School,CLANTON,89.36170212765957,71.1864406779661,t,review,t,reject,llm_claude_fable_5,
0101491,Chilton County High School,AL,CLANTON,010675,Chilton County High School,CLANTON,100,100,t,auto_accept,f,accept,original_auto_accept,010675
0100291,Choctaw County High School,AL,BUTLER,010550,Choctaw County High School,BUTLER,100,100,t,auto_accept,f,accept,original_auto_accept,010550
0102477,Citronelle Center for Advanced Technology,AL,CITRONELLE,011354,Hayleyville Center Of Technology,HALEYVILLE,71.23287671232876,65.75342465753424,f,reject,f,reject,original_reject,
0100906,Citronelle High School,AL,CITRONELLE,010670,Citronelle High School,CITRONELLE,100,100,t,auto_accept,f,accept,original_auto_accept,010670
0100298,Clarke County High School,AL,GROVE HILL,011315,Clarke County High School,GROVE HILL,100,100,t,auto_accept,f,accept,original_auto_accept,011315
0102666,Clay County Career Development Center,AL,ASHLAND,010155,Clay County High School,ASHLAND,64.70588235294117,43.333333333333336,t,reject,f,reject,original_reject,
0100469,ClayChalkville High School,AL,PINSON,011070,Falkville High School,FALKVILLE,85.1063829787234,85.1063829787234,f,review,t,reject,rule_diff_city_no_subset,
0102361,Cleburne County Alternative School,AL,HEFLIN,011430,Cleburne County High School,HEFLIN,89.79591836734694,72.1311475409836,t,review,t,reject,llm_claude_fable_5,
0100768,Cleburne County Career Technical School,AL,HEFLIN,011430,Cleburne County High School,HEFLIN,89.79591836734694,66.66666666666667,t,review,t,reject,llm_claude_fable_5,
0100318,Cleburne County High School,AL,HEFLIN,011430,Cleburne County High School,HEFLIN,100,100,t,auto_accept,f,accept,original_auto_accept,011430
0100799,Clements High School,AL,ATHENS,010180,Clements High School,ATHENS,100,100,t,auto_accept,f,accept,original_auto_accept,010180
0100206,Cleveland High School,AL,CLEVELAND,010695,Cleveland High School,CLEVELAND,100,100,t,auto_accept,f,accept,original_auto_accept,010695
0100334,Colbert County High School,AL,LEIGHTON,011615,Colbert County High School,LEIGHTON,100,100,t,auto_accept,f,accept,original_auto_accept,011615
0100335,Colbert Heights High School,AL,TUSCUMBIA,012693,Colbert Heights High School,TUSCUMBIA,100,100,t,auto_accept,f,accept,original_auto_accept,012693
0100374,Cold Springs High School,AL,BREMEN,010490,Cold Springs High School,BREMEN,100,100,t,auto_accept,f,accept,original_auto_accept,010490
0100875,College and Career Academy,AL,GREENSBORO,011847,Pointe Academy,MOBILE,66.66666666666666,50,f,reject,f,reject,original_reject,
0101651,Columbia High School,AL,HUNTSVILLE,011467,Lee High School,HUNTSVILLE,84.61538461538461,62.857142857142854,t,reject,f,reject,original_reject,
0102519,Conecuh County Area Vocational Center,AL,EVERGREEN,012721,Bullock County Area Vocational Center,UNION SPRINGS,87.87878787878788,78.37837837837837,f,review,t,reject,rule_diff_city_no_subset,
0101686,Continuous Learning Center,AL,MOBILE,011125,Florence Freshman Center,FLORENCE,52,52,f,reject,f,reject,original_reject,
0101308,Cordova High School,AL,CORDOVA,010760,Cordova High School,CORDOVA,100,100,t,auto_accept,f,accept,original_auto_accept,010760
0100698,Corner High School,AL,DORA,012795,Corner High School,WARRIOR,100,100,f,auto_accept,f,accept,original_auto_accept,012795
0100612,Cottonwood High School,AL,COTTONWOOD,010770,Cottonwood High School,COTTONWOOD,100,100,t,auto_accept,f,accept,original_auto_accept,010770
0100801,Crenshaw County Career Academy,AL,LUVERNE,011847,Pointe Academy,MOBILE,66.66666666666666,54.54545454545454,f,reject,f,reject,original_reject,
0102359,Crossroads School,AL,HOOVER,011505,Ider School,IDER,70.58823529411765,57.14285714285714,f,reject,f,reject,original_reject,
0101860,Crossville High School,AL,CROSSVILLE,010785,Crossville High School,CROSSVILLE,100,100,t,auto_accept,f,accept,original_auto_accept,010785
0101567,Cullman Area Resource Education,AL,CULLMAN,010795,Cullman High School,CULLMAN,53.84615384615385,48,t,reject,f,reject,original_reject,
