school_id,school_name,address,city,state,zip,county,sector,charter,total_enrollment,enrollment_9_12,grad_rate_2021,crdc_ap_courses,ib_flag_v2,crdc_fte_counselors,county_median_hh_income,county_pct_child_poverty_saipe,nces_id_12,ceeb,rigor_tier_v4,audit_note
1204077,JOHN A. FERGUSON SENIOR HIGH,15900 SW 56TH ST,MIAMI,FL,33185,Miami-Dade County,public,2-No,4291,4291,99.5,22,1.0,7,71753,16,120039004077,101846,Very Demanding,confirmed_absent_geo_audit
1203745,TIMBER CREEK HIGH,1001 AVALON PARK BLVD,ORLANDO,FL,32828,Orange County,public,2-No,3383,3383,99.5,33,0.0,8,79719,16.1,120144003745,101641,Very Demanding,confirmed_absent_geo_audit
3200845,NV Learning Academy J-SHS,3050 E Flamingo Rd,Las Vegas,NV,89121,Clark County,public,2-No,3352,1962,92,16,0.0,5,76472,15.3,320006000845,,,"likely_in_nu_list_manual_review (Academy Individualized Study, co-located)"
4811973,JOHNSON H S,23203 BULVERDE RD,SAN ANTONIO,TX,78259,Bexar County,public,2-No,3196,3196,95,21,0.0,8,72341,17.1,483294011973,446093,Demanding,likely_in_nu_list_manual_review (Claudia Taylor Ladybird Johnson)
1204091,NEWSOME HIGH SCHOOL,16550 FISHHAWK BLVD,LITHIA,FL,33547,Hillsborough County,public,2-No,3157,3157,99.5,22,0.0,8,79540,13.5,120087004091,100957,Very Demanding,confirmed_absent_geo_audit
0801951,Cherokee Trail High School,25901 ARAPAHOE PARKWAY,AURORA,CO,80016,Arapahoe County,public,2-No,3089,3089,95,21,1.0,9.3999996,101087,9.8,080291001951,060086,Demanding,confirmed_absent_geo_audit
4809266,CYPRESS RIDGE H S,7900 N ELDRIDGE PKWY,HOUSTON,TX,77041,Harris County,public,2-No,2861,2861,91,24,0.0,8.7399998,74983,22.6,481611009266,443535,Demanding,confirmed_absent_geo_audit
1303376,Mill Creek High School,4400 Braselton Hwy,Hoschton,GA,30548,Gwinnett County,public,2-No,2782,2782,93,27,0.0,8,87890,13.6,130255003376,111653,Demanding,
0610605,Los Osos High,6001 Milliken Ave.,Rancho Cucamonga,CA,91737,San Bernardino County,public,2-No,2759,2759,95,17,0.0,7,85478,16.7,060816010605,052987,Average,
0806548,Astravo Online Academy High School,444 E FRONT STREET,BYERS,CO,80103,Arapahoe County,public,2-No,2750,2750,48,13,0.0,0,101087,9.8,080270006548,060320,Below Average,
4808559,FOSTER H S,4400 FM 723,RICHMOND,TX,77406,Fort Bend County,public,2-No,2747,2747,97,27,0.0,5,114041,8.8,482658008559,445856,Demanding,
4803445,LEGACY H S,3500 NEELY AVE,MIDLAND,TX,79707,Midland County,public,2-No,2735,2735,89,21,0.0,7.5,92874,13.2,483057003445,444743,Average,
4813294,PREMIER H S ONLINE,1301 WATERS RIDGE DR,LEWISVILLE,TX,75057,Denton County,public,1-Yes,2728,2728,41,8,0.0,2.7,111498,6.4,480020713294,444154,Below Average,
1203868,EAST RIDGE HIGH SCHOOL,13322 EXCALIBUR RD,CLERMONT,FL,34711,Lake County,public,2-No,2683,2683,98,26,0.0,6,73161,11.5,120105003868,100247,Demanding,
0402357,Sandra Day O'Connor High School,25250 N. 35th Avenue,Glendale,AZ,85310,Maricopa County,public,2-No,2658,2658,98,21,0.0,6,89300,12.4,040775002357,030173,Demanding,
4813905,SOTOMAYOR H S,12801 TALL TIMBER LN,SAN ANTONIO,TX,78254,Bexar County,public,2-No,2627,2627,,,,,72341,17.1,483312013905,446902,Average,
1701519,Comm H S Dist 99 - South High Sch,1436 Norfolk St,Downers Grove,IL,60516,DuPage County,public,2-No,2591,2591,,11,0.0,11,112096,5,171257001519,141631,Demanding,
2609037,Link Learning Virtual Program,9057 W BELDING RD,BELDING,MI,48809,Ionia County,public,2-No,2526,2526,,,,,75611,11.2,260543009037,,,
4809436,VISTA RIDGE H S,200 S VISTA RDG,CEDAR PARK,TX,78613,Williamson County,public,2-No,2480,2480,98,27,0.0,6.3699999,111340,5,482703009436,441176,Demanding,
2000344,East High,2301 E Douglas,Wichita,KS,67211,Sedgwick County,public,2-No,2435,2434,85,8,1.0,5,69365,14.1,201299000344,173206,Average,
1703458,Rich Township High School,3600 W 203rd St,Olympia Fields,IL,60461,Cook County,public,2-No,2433,2433,,17,1.0,12,83498,17.3,173342003458,143293,Average,
4808562,GEORGE BUSH H S,6707 FM 1464,RICHMOND,TX,77407,Fort Bend County,public,2-No,2428,2428,89,20,0.0,7,114041,8.8,481965008562,443531,Demanding,
2200585,Bonnabel Magnet Academy High School,2801 Bruin Drive,Kenner,LA,70065,Jefferson Parish,public,2-No,2376,2376,61,,0.0,4,65252,24.4,220084000585,191776,Average,
1204026,WEST BOCA RATON HIGH SCHOOL,12811 GLADES RD,BOCA RATON,FL,33498,Palm Beach County,public,2-No,2376,2376,98,24,0.0,6,83581,14.1,120150004026,100194,Demanding,
0608546,OCSA,1010 North Main St.,Santa Ana,CA,92701,Orange County,public,1-Yes,2346,1806,98,20,0.0,6,116289,11.1,060228408546,,,
2502268,Gr Lowell Regional Vocational Technical,250 Pawtucket Blvd,Tyngsborough,MA,1879,Middlesex County,public,2-No,2314,2297,96,8,0.0,19,130847,7.6,250548002268,221220,Below Average,
4803645,LEGACY OF EDUCATIONAL EXCELLENCE H S,1400 JACKSON KELLER RD,SAN ANTONIO,TX,78213,Bexar County,public,2-No,2285,2285,81,31,0.0,7,72341,17.1,483294003645,446203,Demanding,
3702326,Julius L. Chambers High School,7600 IBM Dr,Charlotte,NC,28262,Mecklenburg County,public,2-No,2225,2225,77,17,0.0,6,87005,14.1,370297002326,340708,Below Average,
0603387,Taft Charter High,5461 Winnetka Ave.,Woodland Hills,CA,91364,Los Angeles County,public,1-Yes,2221,2221,94,21,0.0,8,90112,16.2,062271003387,053806,Demanding,
2701535,ST. MICHAEL-ALBERTVILLE SENIOR HIGH,5800 JAMISON AVE NE,SAINT MICHAEL,MN,55376,Wright County,public,2-No,2204,2204,96,12,0.0,3,107209,4.6,273379001535,242209,Average,
1801835,William Henry Harrison High School,5701 N 50 W,West Lafayette,IN,47906,Tippecanoe County,public,2-No,2194,2193,93,3,0.0,8,60636,10.6,181134001835,151915,Demanding,
1202325,TAMPA BAY TECH HIGH SCHOOL,6410 ORIENT RD,TAMPA,FL,33610,Hillsborough County,public,2-No,2181,2181,99.5,16,0.0,4,79540,13.5,120087002325,101732,Average,
0601762,Roosevelt High,4250 East Tulare St.,Fresno,CA,93702,Fresno County,public,2-No,2175,2175,88,17,0.0,9,74201,24.5,061455001762,050995,Below Average,
1703585,Jefferson High School,4145 Samuelson Rd,Rockford,IL,61109,Winnebago County,public,2-No,2173,2173,,4,0.0,6,65837,19.7,173451003585,143712,Below Average,
3200950,Acceleration Academy,2020 W. Craig Road Suite 301,North Las Vegas,NV,89032,Clark County,public,2-No,2092,2064,7,,0.0,5,76472,15.3,320006000950,,,
0403742,Pima County Schools Superintendent's Diploma Program,130 W CONGRESS ST FL 4,TUCSON,AZ,85701,Pima County,public,2-No,2058,2058,,,0.0,0,70315,16.7,040536003742,,,
1203429,MANATEE SCHOOL FOR THE ARTS,700 HABEN BLVD,PALMETTO,FL,34221,Manatee County,public,1-Yes,2051,1049,91,5,0.0,5,78457,12.7,120123003429,101766,Average,
2000346,North High,1437 Rochester,Wichita,KS,67203,Sedgwick County,public,2-No,2041,2041,80,10,0.0,5.5,69365,14.1,201299000346,173207,Average,
1704071,West Chicago Comm High School,326 Joliet St,West Chicago,IL,60185,DuPage County,public,2-No,2040,2040,,23,0.0,6,112096,5,174044004071,144350,Demanding,
4500568,J. L. Mann High Academy,160 Fairforest Way,Greenville,SC,29607,Greenville County,public,2-No,2013,2013,87,31,0.0,8,76932,12,450231000568,410899,Demanding,
2902795,LEE'S SUMMIT WEST HIGH,2600 SW WARD RD,LEE'S SUMMIT,MO,64082,Jackson County,public,2-No,1999,1999,97,7,1.0,5,68577,16,291830002795,261903,Average,
0611503,John H. Pitman High,2525 West Christoffersen Pkwy.,Turlock,CA,95382,Stanislaus County,public,2-No,1986,1986,94,23,0.0,8,81468,18.3,060015811503,053644,Average,
2901481,LEE'S SUMMIT NORTH HIGH,901 NE DOUGLAS ST,LEE'S SUMMIT,MO,64086,Jackson County,public,2-No,1940,1940,93,5,1.0,5,68577,16,291830001481,261901,Average,
3601915,AVIATION CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,45-30 36TH ST,LONG ISLAND CITY,NY,11101,Queens County,public,2-No,1924,1923,99.5,,,,86136,14.9,360009801915,,,
4200691,Council Rock HS South,2002 Rock Way,Holland,PA,18966,Bucks County,public,2-No,1921,1921,97,19,0.0,8,114764,6.3,420696000691,391790,Average,
1700339,A B Shepard High Sch (Campus),13049 S Ridgeland Ave,Palos Heights,IL,60463,Cook County,public,2-No,1916,1916,,24,0.0,9,83498,17.3,170654000339,143356,Average,
4702038,Siegel High School,3300 Siegel RD,Murfreesboro,TN,37129,Rutherford County,public,2-No,1910,1910,96,18,0.0,4,85470,12.2,470369002038,431637,Average,
4821345,ROWE H S,2101 N WARE RD,MC ALLEN,TX,78501,Hidalgo County,public,2-No,1905,1905,99.5,21,1.0,10,54338,32.3,482967021345,444599,Average,
1601158,OWYHEE HIGH SCHOOL,3650 NORTH OWYHEE STORM AVENUE,MERIDIAN,ID,83646,Ada County,public,2-No,1884,1884,,11,0.0,4.02,91502,6.8,160210001158,,,
0402195,Cienega High School,12775 E MARY ANN CLEVELAND WAY,VAIL,AZ,85641,Pima County,public,2-No,1881,1881,96,20,0.0,7.71,70315,16.7,040885002195,030541,Demanding,
3400034,Atlantic County Institute of Technology,5080 ATLANTIC AVENUE,MAYS LANDING,NJ,8330,Atlantic County,public,2-No,1852,1852,98,13,0.0,5,78050,14.5,340099000034,310780,Average,
1700342,DD Eisenhower High Sch (Campus),12700 Sacramento Ave,Blue Island,IL,60406,Cook County,public,2-No,1818,1818,,23,0.0,9,83498,17.3,170654000342,140345,Average,
4808776,CHAPIN H S,7000 DYER ST,EL PASO,TX,79904,El Paso County,public,2-No,1766,1766,82,22,0.0,4.8600001,59806,23,481830008776,442208,Demanding,
2101705,Louisville Male High,4409 Preston Highway,Louisville,KY,40213,Jefferson County,public,2-No,1763,1763,99.5,21,0.0,4,69866,18.6,210299001705,181580,Average,
3904605,Pickerington High School North,7800 Refugee Rd,Pickerington,OH,43147,Fairfield County,public,2-No,1761,1761,95,26,0.0,4,90966,8.8,390468904605,365013,Very Demanding,
1300987,Riverwood International Charter School,5900 Raider Dr,Atlanta,GA,30328,Fulton County,public,2-No,1737,1737,93,19,1.0,5,95292,12.8,130228000987,110216,Demanding,
1204368,DUNBAR HIGH SCHOOL,3800 E EDISON AVE,FORT MYERS,FL,33916,Lee County,public,2-No,1734,1734,92,7,1.0,6,76107,13,120108004368,100594,Demanding,
4200785,Central Bucks HS-South,1100 Folly Road,Warrington,PA,18976,Bucks County,public,2-No,1719,1719,,,,,,,,391315,Average,
4200706,Downingtown HS East Campus,50 Devon Drive,Exton,PA,19341,Chester County,public,2-No,1708,1708,98,32,0.0,7,127208,6,420771000706,391341,Demanding,
1700343,H L Richards High Sch(Campus),10601 Central Ave,Oak Lawn,IL,60453,Cook County,public,2-No,1702,1702,,23,0.0,4,83498,17.3,170654000343,143228,Demanding,
4701641,Wilson Central High School,419 Wildcat Way,Lebanon,TN,37090,Wilson County,public,2-No,1686,1686,97,26,0.0,4,95839,8.2,470455001641,431179,Demanding,
4901387,Vista Heights Middle,484 W PONY EXPRESS PARKWAY,SARATOGA SPRINGS,UT,84045,Utah County,public,2-No,1671,540,,,,,,,,,,
3200734,Nevada Virtual Charter School,8645 S. Eastern Ave. Suite 100,Las Vegas,NV,89123,Clark County,public,1-Yes,1625,1102,86,3,0.0,7,76472,15.3,320000100734,290243,Below Average,
4104191,West Salem High School,1776 Titan Way,Salem,OR,97304,Polk County,public,2-No,1606,1606,93,14,0.0,4,85118,11.6,411082004191,381056,Average,
0101682,HewittTrussville High School,6450 Husky Parkway,Trussville,AL,35173,Jefferson County,public,2-No,1571,1571,98,21,0.0,4,66388,18.7,010001301682,,,
1100396,Columbia Heights Education Campus,3101 16th St. NW,Washington,DC,20010,District of Columbia,public,2-No,1563,1028,80,15,0.0,12,109870,24.9,110003000396,,,
5500429,Memorial High,2220 Fairfax St,Eau Claire,WI,54701,Eau Claire County,public,2-No,1558,1558,92,14,0.0,6,74546,10.1,550405000429,500575,Demanding,
0403317,Odyssey Institute for Advanced and International Studies,1495 S VERRADO WAY,BUCKEYE,AZ,85326,Maricopa County,public,1-Yes,1553,759,97.5,,1.0,2.5,89300,12.4,040080003317,,,
2902844,TIMBERLAND HIGH,559 E HWY N,WENTZVILLE,MO,63385,St. Charles County,public,2-No,1525,1525,95,34,0.0,5,104692,6.2,293165002844,263591,Demanding,
4200679,Pocono Mountain West HS,181 Panther Lane,Pocono Summit,PA,18346,Monroe County,public,2-No,1501,1501,95,18,0.0,7,83565,15.5,421950000679,394052,Below Average,
5303190,Cavelero Mid High School,8220 24th St SE,Lake Stevens,WA,98258,Snohomish County,public,2-No,1490,734,,,,,,,,481351,Below Average,
2901394,SOUTH HIGH,801 HANNA RD,MANCHESTER,MO,63021,St. Louis County,public,2-No,1485,1485,90,25,0.0,6,82936,12.5,292358001394,260129,Demanding,
1304203,Foothills Regional High School,2415 Jefferson Rd Ste B,Athens,GA,30607,Clarke County,public,2-No,1475,1475,8,,0.0,8.4099998,53625,23.7,130023504203,,,
0806866,Timnath Middle-High School,4700 EAST PROSPECT ROAD,TIMNATH,CO,80535,Larimer County,public,2-No,1456,795,,,,,93765,6.9,080399006866,060685,Average,
4201453,West Chester Henderson HS,400 Montgomery Ave,West Chester,PA,19380,Chester County,public,2-No,1444,1444,96,24,0.0,6.5,127208,6,422529001453,395170,Demanding,
2901404,WEST HIGH,14653 CLAYTON RD,BALLWIN,MO,63011,St. Louis County,public,2-No,1417,1417,93,25,0.0,5,82936,12.5,292358001404,260128,Demanding,
3200609,Odyssey Charter Schools 9-12 HS,2251 S Jones Blvd,Las Vegas,NV,89146,Clark County,public,1-Yes,1404,1404,92,10,0.0,4,76472,15.3,320006000609,290188,Average,
3605839,SMITHTOWN HIGH SCHOOL EAST,10 SCHOOL ST,SAINT JAMES,NY,11780,Suffolk County,public,2-No,1403,1403,98,25,0.0,7.5,130686,6.8,362706005839,335001,Demanding,
4702423,Valor Flagship Academy,4527 Nollensville RD,Nashville,TN,37211,Davidson County,public,1-Yes,1402,890,,10,0.0,0.5,77853,17.3,470318002423,,,
4710473,James Lawson High School,8001 Highway 70S,Nashville,TN,37221,Davidson County,public,2-No,1393,1393,,,,,77853,17.3,470318010473,,,
1300588,CA Gray Junior High School,812 11th Ave NW,Moultrie,GA,31768,Colquitt County,public,2-No,1389,703,,,,,,,,,,
2600838,West Senior High,5376 N LONG LAKE RD,TRAVERSE CITY,MI,49685,Grand Traverse County,public,2-No,1384,1384,95,22,0.0,6,81647,8.5,263387000838,233587,Demanding,
2601289,Walled Lake Northern High School,6000 BOGIE LAKE RD,COMMERCE TOWNSHIP,MI,48382,Oakland County,public,2-No,1383,1383,94,18,0.0,3,97760,7.2,263516001289,230689,Demanding,
3602513,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),660 W 237TH ST,BRONX,NY,10463,Bronx County,public,2-No,1383,681,92,,,,48676,38,360008702513,330938,,
2502283,Northeast Metro Regional Vocational,100 Hemlock Rd,Wakefield,MA,1880,Middlesex County,public,2-No,1381,1381,99.5,9,0.0,8,130847,7.6,250896002283,222171,Below Average,
0100469,ClayChalkville High School,6623 Roe Chandler Rd,Pinson,AL,35126,Jefferson County,public,2-No,1377,1377,91,12,0.0,3,66388,18.7,010192000469,010689,Average,
1302479,Martin Luther King- Jr. High School,3991 Snapfinger Rd,Lithonia,GA,30038,DeKalb County,public,2-No,1370,1370,77,2,1.0,4,80644,15.1,130174002479,111843,Average,
2401313,Digital Harbor High School,1100 Covington Street,Baltimore,MD,21230,Baltimore city,public,2-No,1359,1359,66,10,0.0,5,62177,22.8,240009001313,210067,Average,
4500347,Colleton County High,150 Cougar Nation Drive,Walterboro,SC,29488,Colleton County,public,2-No,1352,1352,75,,0.0,6,51114,26.5,450183000347,,,
3606784,PADILLA HIGH SCHOOL,950 NORTON ST,ROCHESTER,NY,14621,Monroe County,public,2-No,1342,1342,,,,,76382,15.5,362475006784,334970,Very Demanding,
1705622,Lakes Community High School,1600 Eagle Way,Lake Villa,IL,60046,Lake County,public,2-No,1334,1334,,24,0.0,5,110416,8.3,170387005622,142524,Demanding,
7201102,BERNARDINO CORDERO BERNARD,CARR 488 AVE JUAN B ROMAN,PONCE,PR,731,Ponce Municipio,public,2-No,1323,1323,86,,0.0,2,,,720003001102,,,
1203703,WEST FLORIDA HIGH SCHOOL/TECHNICAL,150 E BURGESS RD,PENSACOLA,FL,32503,Escambia County,public,2-No,1322,1322,99.5,10,0.0,3,67500,22.3,120051003703,101797,Demanding,
0403652,Mica Mountain High,10800 E Valencia,Tucson,AZ,85747,Pima County,public,2-No,1319,1319,,7,0.0,2.3,70315,16.7,040885003652,,,
2000349,West High,820 S Osage,Wichita,KS,67213,Sedgwick County,public,2-No,1306,1306,75,3,0.0,5,69365,14.1,201299000349,173209,Average,
1303553,Gwinnett School of Mathematics- Science and Technology,970 Mcelvaney Ln,Lawrenceville,GA,30044,Gwinnett County,public,2-No,1304,1304,99.5,23,0.0,3,87890,13.6,130255003553,111140,Very Demanding,
4900075,Oak Canyon Jr High,111 S 725 E,LINDON,UT,84042,Utah County,public,2-No,1295,438,,,,,,,,,,
1204083,NATURE COAST TECHNICAL HIGH,4057 CALIFORNIA ST,BROOKSVILLE,FL,34604,Hernando County,public,2-No,1293,1290,94,17,0.0,3,66058,13.2,120081004083,100189,Demanding,
0101035,Percy Julian High School,225 Ann St,Montgomery,AL,36107,Montgomery County,public,2-No,1282,1282,79,3,0.0,3,59386,26.8,010243001035,011900,Average,
3800855,FARGO DAVIES HIGH SCHOOL,7150 25th St S,Fargo,ND,58104,Cass County,public,†,1277,1277,96,17,0.0,5,75555,10.5,380678000855,351845,Demanding,
3200460,West Preparatory Institute J-SHS,2050 Sapphire Stone Ave,Las Vegas,NV,89106,Clark County,public,2-No,1276,339,97.5,6,0.0,5,76472,15.3,320006000460,,,
3403039,Admiral William F. Halsey Jr. Health & Public Safety Academy,641 South Street,Elizabeth,NJ,7202,Union County,public,2-No,1272,1272,66,6,0.0,6,103202,11.3,340459003039,,,
4901604,West Field High School,2007 S 4300 West,OGDEN,UT,84401,Weber County,public,2-No,1257,1257,,,,,,,,450400,Demanding,
3604865,THOMAS HIGH SCHOOL,800 FIVE MILE LINE RD,WEBSTER,NY,14580,Monroe County,public,2-No,1256,1228,97,22,0.0,6,76382,15.5,363036004865,335859,Demanding,
2100730,Central High Magnet Career Academy,1130 West Chestnut Street,Louisville,KY,40203,Jefferson County,public,2-No,1256,1250,97,12,0.0,3,69866,18.6,210299000730,181520,Average,
4001526,UNION HS FRESHMAN ACADEMY,7616 South Garnett Road,Broken Arrow,OK,74012,Tulsa County,public,2-No,1242,1242,,,,,,,,370475,Demanding,
1802660,Indiana Digital Alternative School,8707 W HWY US 36,Modoc,IN,47358,Randolph County,public,2-No,1238,1238,29,,0.0,1,60791,22.7,181173002660,150207,Below Average,
A1700151,C4L ACADEMY,16220 SCIENTIFIC,IRVINE,CA,92618,ORANGE,private,,1237,1237,,,0.0,,116289,11.1,,052931,Average,
3903189,Fitch High School,4560 Falcon Dr,Youngstown,OH,44515,Mahoning County,public,2-No,1235,1235,94,,0.0,4,56942,26.4,390482903189,365695,Average,
1701139,Steinmetz College Prep HS,3030 N Mobile Ave,Chicago,IL,60634,Cook County,public,2-No,1230,1230,,3,1.0,6,83498,17.3,170993001139,141305,Below Average,
4002788,OKLA VIRTUAL CHARTER ACAD HS,1117 S Douglas Blvd Suite F,Midwest City,OK,73130,Oklahoma County,public,1-Yes,1229,1229,67,5,0.0,3,66679,20.1,400077802788,,,
3702570,Jay M Robinson High,300 Pitts School Road SW,Concord,NC,28027,Cabarrus County,public,2-No,1210,1210,87,15,0.0,4,89005,9.3,370053002570,340890,Average,
3906004,Ohio Digital Learning School,1745 Indian Wood Cir Ste 110,Maumee,OH,43537,Lucas County,public,1-Yes,1198,1198,40,,0.0,3,62224,20.5,390161506004,,,
4203808,Masterman Julia R Sec Sch,1699 Spring Garden St,Philadelphia,PA,19130,Philadelphia County,public,2-No,1183,496,97.5,13,0.0,4,61953,28.9,421899003808,393356,Very Demanding,
0800551,Wellington Middle-High School,4001 WILSON AVENUE,WELLINGTON,CO,80549,Larimer County,public,2-No,1173,582,,,,2.2,93765,6.9,080399000551,060685,Average,
1200772,FRANK H. PETERSON ACADEMIES,7450 WILSON BLVD,JACKSONVILLE,FL,32210,Duval County,public,2-No,1167,1167,97,6,0.0,2,71277,13.4,120048000772,100802,Average,
3601821,ATLAS,28-01 41ST AVE,LONG ISLAND CITY,NY,11101,Queens County,public,2-No,1162,1159,81,,,,86136,14.9,360010201821,,,
5301513,Dr. Dolores Silas High School,1202 N Orchard St,Tacoma,WA,98406,Pierce County,public,2-No,1160,1160,,9,0.0,3,99564,10.9,530870001513,481403,Average,
2401185,Winters Mill High,560 Gorsuch Road,Westminster,MD,21157,Carroll County,public,2-No,1156,1156,93,18,0.0,5,118211,4.5,240021001185,211081,Average,
A1904530,BISHOP DENIS J. OCONNELL HIGH SCHOOL,6600 LITTLE FALLS RD,ARLINGTON,VA,22213,ARLINGTON,private,,1155,1155,,,0.0,,142114,7.1,,,,
5101255,Manor High,1401 Elmhurst Ln,Portsmouth,VA,23701,Portsmouth city,public,2-No,1149,1149,73,3,0.0,5,60491,23.1,510300001255,471758,Below Average,
2502257,Assabet Valley Vocational High School,215 Fitchburg Street,Marlborough,MA,1752,Middlesex County,public,2-No,1144,1144,99.5,9,0.0,10,130847,7.6,250211002257,221333,Below Average,
7200414,SUPERIOR VOCACIONAL DE ARECIBO,12 BO SANTANA SECT LOS LLANOS,ARECIBO,PR,614,Arecibo Municipio,public,2-No,1120,1120,86,3,0.0,4,,,720003000414,,,
3800254,CENTRAL HIGH SCHOOL,115 N 4th St,Grand Forks,ND,58203,Grand Forks County,public,†,1115,1115,94,10,0.0,4,68075,9.6,380813000254,350750,Average,
2606544,ReethsPuffer High School,1545 N ROBERTS RD,MUSKEGON,MI,49445,Muskegon County,public,2-No,1107,1107,94,12,0.0,4,65024,22.6,262954006544,232708,Average,
0612439,Ramon C. Cortines School of Visual and Performing Arts,450 North Grand Ave.,Los Angeles,CA,90012,Los Angeles County,public,2-No,1102,1102,95,15,0.0,4,90112,16.2,062271012439,054376,Average,
0613857,Alliance Marine - Innovation and Technology 6-12 Complex,11933 Allegheny St.,Sun Valley,CA,91352,Los Angeles County,public,1-Yes,1100,590,95,10,0.0,5,90112,16.2,060183513857,,,
3903364,Stebbins High School,1900 Harshman Rd,Dayton,OH,45424,Montgomery County,public,2-No,1092,1092,79,,0.0,4,66139,18.8,390487003364,361831,Average,
2605014,Escanaba JuniorSenior High School,500 S LINCOLN RD,ESCANABA,MI,49829,Delta County,public,2-No,1089,620,87,7,0.0,2,57809,13.8,261350005014,231368,Average,
1210697,ANGELINE ACADEMY OF INNOVATION,8916 ANGELINE SCHOOL WAY,LAND O LAKES,FL,34638,Pasco County,public,2-No,1088,326,,,,,70492,11.8,120153010697,,,
1200849,GADSDEN COUNTY HIGH SCHOOL,27001 BLUE STAR HWY,HAVANA,FL,32333,Gadsden County,public,2-No,1086,1086,83,4,0.0,5,48801,26.4,120060000849,100595,Demanding,
3703641,Southeast Alamance High,3400 S Hwy 119,Haw River,NC,27258,Alamance County,public,2-No,1079,1079,,,,,65651,18.7,370003003641,,,
2701603,Johnson Senior High,1349 ARCADE ST,SAINT PAUL,MN,55106,Ramsey County,public,2-No,1076,1076,78,7,0.0,5,81568,12.9,273384001603,242265,Average,
3605899,HIGH SCHOOL-CONSTRUCTION TRADES ENGINEERING & ARCHITECTURE,94-06 104TH ST,OZONE PARK,NY,11416,Queens County,public,2-No,1074,1073,98,,,,86136,14.9,360012305899,,,
1303332,Miller Grove High School,2645 Dekalb Medical Pkwy,Lithonia,GA,30058,DeKalb County,public,2-No,1073,1073,77,3,0.0,3.78,80644,15.1,130174003332,110815,Average,
1706440,Noble St Chtr-Chicago Bulls Prep,2040 W Adams St,Chicago,IL,60612,Cook County,public,1-Yes,1060,1060,,11,0.0,0,83498,17.3,170993006440,,,
2705301,Rock Ridge High School,1403 PROGRESS PKWY,VIRGINIA,MN,55792,St. Louis County,public,2-No,1048,684,97.5,4,0.0,3,70069,9.2,270046605301,242738,Demanding,
4207414,Mastery CS-Gratz Campus,1798 West Hunting Park Avenue,Philadelphia,PA,19140,Philadelphia County,public,1-Yes,1048,767,84,4,0.0,1,61953,28.9,420085107414,,,
1706282,Back of The Yards IB HS,2111 W 47th St,Chicago,IL,60609,Cook County,public,2-No,1039,1039,,6,1.0,4,83498,17.3,170993006282,140940,Average,
7200903,SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO,CARR 368 KM O HM 12,YAUCO,PR,698,Yauco Municipio,public,2-No,1037,1037,93,3,0.0,2,,,720003000903,,,
0610851,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,2023 South Union Ave.,Los Angeles,CA,90007,Los Angeles County,public,1-Yes,1031,581,97.5,14,0.0,3.04,90112,16.2,060217610851,,,
4200502,Freire CS,2027 Chestnut Street,Philadelphia,PA,19103,Philadelphia County,public,1-Yes,1024,539,87,3,0.0,1,61953,28.9,420006000502,393313,Demanding,
2902208,EMIL E. HOLT SR. HIGH,600 CAMPUS DR,WENTZVILLE,MO,63385,St. Charles County,public,2-No,1022,1022,94,27,0.0,4,104692,6.2,293165002208,263590,Average,
3902116,Marion L Steele High School,450 Washington St,Amherst,OH,44001,Lorain County,public,2-No,1014,1014,95,11,0.0,3,73347,14.5,390451902116,360145,Demanding,
1702031,Brooks College Prep Academy HS,250 E 111th St,Chicago,IL,60628,Cook County,public,2-No,1007,888,,18,0.0,4,83498,17.3,170993002031,141297,Very Demanding,
4501809,South Carolina Preparatory Leadership School,1650 E Greenville Street Suite H,Anderson,SC,29621,Anderson County,public,1-Yes,1005,756,,,,,66651,16.4,450391901809,,,
4203883,North Schuylkill JSHS,15 Academy Lane Route 61,Ashland,PA,17921,Schuylkill County,public,2-No,1003,656,82,7,0.0,3,68313,16.9,421011003883,390125,Below Average,
4200597,21st Century Cyber CS,1245 Wrights Lane,West Chester,PA,19380,Chester County,public,1-Yes,996,846,69,10,0.0,6,127208,6,420009100597,391348,Below Average,
1902222,Timberline School,2605 SE LA Grant Parkway,Waukee,IA,50263,Dallas County,public,2-No,992,509,,,,,,,,,,
4400029,Chariho High School,453 Switch Road,Wood River Junction,RI,2894,Washington County,public,2-No,991,991,88,18,0.0,6,106638,6.9,440015000029,400270,Demanding,
2901393,NORTH HIGH,12860 FEE FEE RD,ST LOUIS,MO,63146,St. Louis County,public,2-No,990,990,92,23,0.0,5,82936,12.5,292358001393,260594,Demanding,
4811452,DAVINCI SCHOOL FOR SCIENCE AND THE ARTS,785 SOUTHWESTERN DR,EL PASO,TX,79912,El Paso County,public,1-Yes,982,635,95,12,0.0,1,59806,23,480003711452,441866,Below Average,
4812813,KIPP CONNECT PREPARATORY,6700 BELLAIRE BLVD,HOUSTON,TX,77074,Harris County,public,1-Yes,979,587,,,,0,74983,22.6,480026412813,441850,Average,
A0300071,NOTRE DAME PREPARATORY,9701 E BELL RD,SCOTTSDALE,AZ,85260,MARICOPA,private,,975,975,,,0.0,,89300,12.4,,030392,Average,
