sector,school_id,nces_id_7,nces_id_12,pss_id,school_name,address,city,state,zip,county,locale,school_level,charter,school_type,total_enrollment,enrollment_9_12,grade_9,grade_10,grade_11,grade_12,frl_students,fte_teachers,pupil_teacher_ratio,race_amind,race_asian,race_hisp,race_black,race_white,race_pacisl,race_twomore,leaid,rcdts,isbe_summative_designation,title_i_status,act_ela_average_score_grade_11,act_math_average_score_grade_11,act_science_average_score_grade_11,iar_ela_proficiency_rate_total,iar_math_proficiency_rate_total,count_cte_concentrators_total,total_per_pupil_expenditures_federal,total_per_pupil_expenditures_state_local,religious_affiliation,coed,religious_orientation,ib_school_id,ib_match_tier,ceeb,ceeb_matched_name,ceeb_match_method,ceeb_match_tier,ceeb_needs_review,grad_rate_2021,grad_rate_is_range,grad_cohort_n,county_fips,county_median_hh_income,county_pct_bachelors_plus,county_pct_poverty,crdc_ap_offered,crdc_ap_courses,crdc_ap_enrollment,crdc_dual_enr_offered,crdc_dual_enrollment,crdc_satact_takers,crdc_fte_counselors,crdc_pct_teachers_certified,assess_part_math_2021,assess_part_rla_2021,county_pct_child_poverty_saipe,ceeb_fanout_resolved,nu_last_visit,nu_guid,nu_ceeb,nu_name,nu_pct_seniors_taking_sat,nu_pct_students_taking_ap,nu_ap_capstone_school,nu_avg_num_ap_tests_offered,nu_avg_num_ap_tests_taken,nu_avg_pct_frl,nu_avg_ap_score,nu_avg_freshman_sat,nu_avg_senior_class_size,nu_bie_school,nu_crime_risk,nu_crime_risk_home_state,nu_educational_attainment,nu_educational_attainment_home_state,nu_family_stability,nu_family_stability_home_state,nu_housing_stability,nu_housing_stability_home_state,nu_location_setting,nu_median_family_income,nu_median_family_income_home_state,nu_custom_id,nu_geo_cluster,nu_geomarket,nu_us_region,nu_nu_region,nu_nu_sub_region,nu_ccid,nu_network,nu_category,nu_curriculum,nu_mean_sat,nu_number_of_ap_classes_offered,nu_percent_federal_lunch_aid,nu_percent_first_gen_college,nu_percent_going_to_4yr_college,nu_percent_going_to_college,nu_phone,nu_setting,nu_size_of_senior_class,nu_type,nu_website,nu_street_1,nu_street_2,nu_street_3,nu_city,nu_county,nu_region,nu_postal,nu_country,nu_latitude,nu_longitude
private,A1900008,,,A1900008,BUILD UP COMMUNITY SCHOOL,222 6TH AVE SW,BIRMINGHAM,AL,35211,JEFFERSON,12,,,5,50.0,50.0,15.0,15.0,10.0,10.0,,6.6,7.57,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,1.0,30.0,61309.0,review,,,name,reject,f,,,,1073.0,66388.0,36.2,15.7,,,,,,,,,,,18.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00000237,,,00000237,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,1832 CENTER WAY S,BIRMINGHAM,AL,35205,JEFFERSON,12,,,1,156.0,156.0,40.0,28.0,43.0,45.0,,18.3,8.52,0.0,0.0,25.0,131.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,50936.0,review,,,name,reject,f,,,,1073.0,66388.0,36.2,15.7,,,,,,,,,,,18.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00000226,,,00000226,JOHN CARROLL CATHOLIC HIGH SCHOOL,300 LAKESHORE PKWY,BIRMINGHAM,AL,35209,JEFFERSON,12,,,1,540.0,540.0,135.0,135.0,135.0,135.0,,43.3,12.47,0.0,5.0,55.0,105.0,360.0,0.0,15.0,,,,,,,,,,,,,1.0,1.0,1.0,2825.0,review,010370,john carroll catholic hs,id,auto_accept,f,,,,1073.0,66388.0,36.2,15.7,,,,,,,,,,,18.7,False,,e37ce695-18f4-4c68-900f-434ba9e1aad9,010370,John Carroll Catholic HS,11.0,65.0,Yes,22.0,4.84,,3.09,1150.0,120.0,,76.0,79.0,16.0,9.0,34.0,15.0,53.0,56.0,12-City: Midsize,19.0,7.0,0000415,South x SW,AL-01 Birmingham & Tuscaloosa,US - South,,,,,High School,,,11-15,10% or fewer,10% or fewer,90% or more,75% - 90%,,Suburban community,101-500,Private Religiously Affiliated,,300 Lakeshore Parkway,Post Office Box 19907,,Birmingham,Jefferson,AL,35209-7114,United States,33.4653,-86.8082
private,01925841,,,01925841,MCGILL-TOOLEN CATHOLIC HIGH SCHOOL,1501 OLD SHELL RD,MOBILE,AL,36604,MOBILE,12,,,1,750.0,750.0,171.0,190.0,182.0,207.0,,68.0,11.02,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2290.0,review,011820,Mcgill-Toolen Catholic High School,name,auto_accept,f,,,,1097.0,58880.0,26.0,16.2,,,,,,,,,,,20.4,False,,bb0d1092-c342-47b5-ac83-130351741c57,011820,Mcgill-Toolen Catholic HS,2.0,26.0,,17.0,3.56,,3.55,1150.0,252.0,,66.0,67.0,27.0,15.0,52.0,31.0,63.0,70.0,12-City: Midsize,42.0,21.0,0000859,South x SW,AL-03 Mobile,US - South,,,,,High School,,,,,,,75% - 90%,,Medium city,101-500,Private Religiously Affiliated,,1501 Old Shell Road,,,Mobile,Mobile,AL,36604-2227,United States,30.682,-88.0678
private,A2100130,,,A2100130,SOUTHERN CHRISTIAN PREPARATORY ACADEMY,5320 MILES SPRING RD,BIRMINGHAM,AL,35238,JEFFERSON,41,,,,43.0,43.0,10.0,17.0,11.0,5.0,,,,0.0,0.0,0.0,43.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,1.0,8.0,52224.0,review,,,name,reject,f,,,,1073.0,66388.0,36.2,15.7,,,,,,,,,,,18.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A9900007,,,A9900007,ST JOHN PAUL II CATHOLIC HIGH SCHOOL,7301 OLD MADISON PIKE NW,HUNTSVILLE,AL,35806,MADISON,12,,,1,357.0,357.0,111.0,89.0,77.0,80.0,,29.3,12.18,0.0,9.0,106.0,16.0,214.0,0.0,12.0,,,,,,,,,,,,,1.0,1.0,1.0,51319.0,review,011483,catholic high school,id,auto_accept,f,,,,1089.0,86499.0,46.4,10.1,,,,,,,,,,,11.1,False,,4409cf59-fb98-405f-b7b1-7f99b26bb366,011483,St John Paul Ii Catholic HS,30.0,70.0,,12.0,4.01,,3.27,1170.0,91.0,,65.0,65.0,12.0,7.0,22.0,9.0,42.0,41.0,12-City: Midsize,17.0,5.0,0000600,South x SW,AL-02 Huntsville & Florence,US - South,,,,,High School,,,11-15,10% or fewer,10% or fewer,90% or more,Over 90%,,Large city,101-500,Private Religiously Affiliated,www.jp2falcons.org/contact-us/,7301 Old Madison Pike NW,,,Huntsville,Madison,AL,35806-2113,United States,34.7093544006348,-86.6996459960938
private,00047854,,,00047854,CATHOLIC HIGH SCHOOL FOR BOYS,6300 FATHER TRIBOU ST,LITTLE ROCK,AR,72205,PULASKI,12,,,1,705.0,705.0,184.0,165.0,192.0,164.0,,42.6,16.54,2.0,14.0,73.0,15.0,581.0,1.0,19.0,,,,,,,,,,,,,1.0,3.0,1.0,2290.0,review,,,name,reject,f,,,,5119.0,62873.0,37.9,16.7,,,,,,,,,,,20.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00047978,,,00047978,MT ST MARY ACADEMY,3224 KAVANAUGH BLVD,LITTLE ROCK,AR,72205,PULASKI,12,,,1,477.0,477.0,126.0,124.0,126.0,101.0,,33.1,14.41,0.0,,,,,0.0,,,,,,,,,,,,,,1.0,2.0,1.0,49790.0,reject,041440,mount st mary academy,id,auto_accept,f,,,,5119.0,62873.0,37.9,16.7,,,,,,,,,,,20.4,False,2025-09-22 00:00:00,058f0a9e-449e-4b01-b162-690ebfffb967,041440,Mount Saint Mary Academy,11.0,47.0,Yes,22.0,3.33,,2.81,1170.0,129.0,,81.0,82.0,10.0,4.0,36.0,11.0,55.0,71.0,12-City: Midsize,20.0,4.0,0001194,South x SW,AR-01 Little Rock & Southern Arkansas,US - South,,,,,High School,,,06 -10,,,90% or more,75% - 90%,,Large city,101-500,Private Religiously Affiliated,www.mtstmary.schoolfusion.us,3224 Kavanaugh Boulevard,,,Little Rock,Pulaski,AR,72205,United States,34.751,-92.3455
private,A2390028,,,A2390028,OUACHITA HILLS ACADEMY,46 MADISON WAY,AMITY,AR,71921,PIKE,42,,,1,34.0,34.0,12.0,5.0,8.0,9.0,,10.1,3.36,,,,,,,,,,,,,,,,,,,,2.0,1.0,28.0,64203.0,reject,,,name,reject,f,,,,5109.0,49269.0,19.1,20.7,,,,,,,,,,,25.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00048971,,,00048971,OZARK ADVENTIST ACADEMY,20997 DAWN HILL E RD,GENTRY,AR,72734,BENTON,41,,,1,126.0,126.0,28.0,24.0,36.0,38.0,,9.9,12.72,0.0,12.0,34.0,11.0,50.0,13.0,6.0,,,,,,,,,,,,,2.0,1.0,28.0,50946.0,reject,040880,ozark adventist academy,id,auto_accept,f,,,,5007.0,93506.0,37.8,7.6,,,,,,,,,,,8.5,False,,22681f2d-dc5e-43cd-9719-62f20440fc27,040880,Ozark Adventist Academy,,,,,,,,,,,,,,,,,,,,,,0001352,South x SW,AR-02 Northern Arkansas,US - South,,,,,High School,,,01 - 02,,10% or fewer,80-89%,51% - 75%,,Rural area,100 or fewer,Private Religiously Affiliated,www.ozarkacademy.org,20997 Dawn Hill East Road,,,Gentry,Benton,AR,72734-0511,United States,36.2652,-94.4751
private,01926277,,,01926277,ARIZONA LUTHERAN ACADEMY,6036 S 27TH AVE,PHOENIX,AZ,85041,MARICOPA,21,,,1,238.0,238.0,55.0,67.0,65.0,51.0,,22.9,10.39,19.0,15.0,38.0,19.0,143.0,2.0,2.0,,,,,,,,,,,,,2.0,1.0,22.0,3137.0,reject,030262,arizona lutheran academy,id,auto_accept,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,72fb3beb-a345-4d83-808e-6204ee84f75f,030262,Arizona Lutheran Academy,50.0,63.0,,18.0,2.21,,3.18,1130.0,44.0,,86.0,80.0,48.0,54.0,37.0,44.0,68.0,61.0,21-Suburb: Large,40.0,44.0,0001493,South x SW,AZ-01 Phoenix,US - West,,,,,High School,,,06 -10,,,60-69%,51% - 75%,,Large city,100 or fewer,Private Religiously Affiliated,ALAcoyotes.org,6036 S 27th Ave,,,Phoenix,Maricopa,AZ,85041-5200,United States,33.3903770446777,-112.118621826172
private,00031425,,,00031425,BOURGADE CATHOLIC HIGH SCHOOL,4602 N 31ST AVE,PHOENIX,AZ,85017,MARICOPA,11,,,1,330.0,330.0,93.0,82.0,82.0,73.0,,33.9,9.73,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,2290.0,review,030264,bourgade catholic high school,id,auto_accept,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,c1dbcf53-2797-4b1d-8195-b4968083ae79,030264,Bourgade Catholic High School,60.0,66.0,Yes,14.0,2.87,,2.51,1130.0,88.0,,88.0,82.0,72.0,73.0,55.0,60.0,82.0,80.0,11-City: Large,63.0,62.0,0001462,South x SW,AZ-01 Phoenix,US - West,,,,,High School,,,06 -10,50-59%,50-59%,60-69%,,,Large city,100 or fewer,Private Religiously Affiliated,www.bourgadecatholic.org,4602 N 31st Ave,,,Phoenix,Maricopa,AZ,85017-3407,United States,33.5047416687012,-112.127769470215
private,A2190036,,,A2190036,JOHN PAUL II CATHOLIC HIGH SCHOOL,3120 N 137 AVE,AVONDALE,AZ,85392,MARICOPA,21,,,1,370.0,370.0,105.0,99.0,94.0,72.0,,28.0,13.21,0.0,17.0,252.0,9.0,71.0,3.0,18.0,,,,,,,,,,,,,1.0,1.0,1.0,51319.0,review,,,name,reject,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A0300071,,,A0300071,NOTRE DAME PREPARATORY,9701 E BELL RD,SCOTTSDALE,AZ,85260,MARICOPA,12,,,1,975.0,975.0,263.0,247.0,256.0,209.0,,76.9,12.67,4.0,34.0,103.0,11.0,757.0,8.0,58.0,,,,,,,,,,,,,1.0,1.0,1.0,3350.0,reject,030392,Notre Dame Preparatory Hs,id,auto_accept,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A0100609,,,A0100609,PUSCH RIDGE CHRISTIAN ACADEMY UPPER SCHOOL,9500 N ORACLE RD,TUCSON,AZ,85704,PIMA,41,,,1,396.0,396.0,102.0,103.0,91.0,100.0,,35.1,11.28,0.0,15.0,51.0,15.0,315.0,0.0,0.0,,,,,,,,,,,,,2.0,1.0,27.0,3844.0,reject,,,name,reject,f,,,,4019.0,70315.0,36.8,14.3,,,,,,,,,,,16.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00030942,,,00030942,SALPOINTE CATHOLIC HIGH SCHOOL,1545 E COPPER ST,TUCSON,AZ,85719,PIMA,11,,,1,1305.0,1305.0,359.0,341.0,280.0,325.0,,92.4,14.12,50.0,49.0,805.0,72.0,262.0,6.0,61.0,,,,,,,,,,,,,1.0,1.0,1.0,2290.0,review,030510,salpointe catholic high school,id,auto_accept,f,,,,4019.0,70315.0,36.8,14.3,,,,,,,,,,,16.7,False,2017-10-02 00:00:00,6f0ba69a-0c61-4c62-a828-fc210ab5232b,030510,Salpointe Catholic High School,41.0,58.0,,27.0,3.35,,3.15,1160.0,285.0,,58.0,35.0,23.0,30.0,41.0,48.0,56.0,45.0,11-City: Large,29.0,33.0,0001681,South x SW,AZ-02 Tucson,US - West,,,,,High School,,,greater than 20,20-29%,,80-89%,,,Large city,101-500,Private Religiously Affiliated,www.salpointe.org,1545 E Copper St,,,Tucson,Pima,AZ,85719-3115,United States,32.2541427612305,-110.949180603027
private,A0500087,,,A0500087,SAN MIGUEL HIGH SCHOOL,6601 S SAN FERNANDO RD,TUCSON,AZ,85756,PIMA,11,,,1,293.0,293.0,72.0,77.0,79.0,65.0,,26.3,11.14,4.0,1.0,285.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,422.0,review,030602,san miguel high school,id,auto_accept,f,,,,4019.0,70315.0,36.8,14.3,,,,,,,,,,,16.7,False,2010-09-21 00:00:00,83c13f4c-bdfc-4fd9-b82d-25c7a21c479d,030602,San Miguel High School,85.0,91.0,,5.0,2.33,,2.61,1160.0,73.0,,88.0,83.0,88.0,85.0,79.0,83.0,82.0,79.0,11-City: Large,87.0,85.0,2625001,South x SW,AZ-02 Tucson,US - West,,,,,High School,,,03 - 05,90% or more,90% or more,60-69%,,,Large city,100 or fewer,Private Religiously Affiliated,www.sanmiguelhigh.org,6601 S San Fernando Rd,,,Tucson,Pima,AZ,85756-6644,United States,32.1312637329102,-110.972259521484
private,A2100209,,,A2100209,SAN PEDRO VALLEY ACADEMY,3331 IN BALANCE RD,HUACHUCA CITY,AZ,85616,COCHISE,42,,,,44.0,44.0,11.0,17.0,14.0,2.0,,,,0.0,3.0,2.0,2.0,29.0,4.0,4.0,,,,,,,,,,,,,3.0,3.0,30.0,3985.0,review,,East Valley Academy,name,review,t,,,,4003.0,59742.0,28.1,15.4,,,,,,,,,,,18.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00031491,,,00031491,SETON CATHOLIC PREPARATORY,1150 N DOBSON RD,CHANDLER,AZ,85224,MARICOPA,11,,,1,559.0,559.0,142.0,160.0,136.0,121.0,,41.3,13.53,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3350.0,reject,,,name,reject,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A1170278,,,A1170278,SHEARIM TORAH HIGH SCHOOL,6530 N 7TH ST,PHOENIX,AZ,85014,MARICOPA,11,,,3,70.0,70.0,22.0,20.0,14.0,14.0,,6.5,10.76,0.0,0.0,0.0,0.0,70.0,0.0,0.0,,,,,,,,,,,,,2.0,2.0,18.0,49837.0,reject,,,name,reject,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A0700055,,,A0700055,ST AUGUSTINE CATHOLIC HIGH SCHOOL,8800 E 22ND ST,TUCSON,AZ,85710,PIMA,11,,,1,276.0,276.0,82.0,63.0,57.0,74.0,,22.5,12.26,3.0,2.0,219.0,3.0,45.0,1.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,3178.0,review,030542,saint augustine catholic hs,id,auto_accept,f,,,,4019.0,70315.0,36.8,14.3,,,,,,,,,,,16.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00031301,,,00031301,ST MARY'S CATHOLIC HIGH SCHOOL,2525 N 3RD ST,PHOENIX,AZ,85004,MARICOPA,11,,,1,487.0,487.0,132.0,139.0,119.0,97.0,,36.5,13.34,2.0,0.0,357.0,26.0,37.0,2.0,63.0,,,,,,,,,,,,,1.0,1.0,1.0,3178.0,review,030300,saint marys high school,id,auto_accept,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,155068ea-6bbe-442b-91e7-4c27cc0ce264,030300,Saint Marys High School,79.0,20.0,,8.0,1.36,,2.31,1190.0,115.0,,90.0,86.0,59.0,61.0,54.0,57.0,84.0,83.0,11-City: Large,53.0,51.0,0001435,South x SW,AZ-01 Phoenix,US - West,,,,,High School,,,03 - 05,50-59%,60-69%,50-59%,Over 90%,,Large city,101-500,Private Religiously Affiliated,www.smknights.org,2525 N 3rd St,,,Phoenix,Maricopa,AZ,85004-1310,United States,33.4758224487305,-112.068809509277
private,00033331,,,00033331,THUNDERBIRD ADVENTIST ACADEMY,7410 E SUTTON DR,SCOTTSDALE,AZ,85260,MARICOPA,12,,,1,131.0,131.0,33.0,41.0,34.0,23.0,,11.9,11.0,,,,,,,,,,,,,,,,,,,,2.0,,28.0,64203.0,reject,,,name,reject,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A9100470,,,A9100470,VALLEY LUTHERAN HIGH SCHOOL,5199 N 7TH AVE,PHOENIX,AZ,85013,MARICOPA,11,,,1,137.0,137.0,29.0,32.0,37.0,39.0,,14.0,9.78,4.0,4.0,23.0,4.0,94.0,0.0,8.0,,,,,,,,,,,,,2.0,1.0,20.0,140.0,review,030319,valley lutheran high school,id,auto_accept,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,ee8dc232-3e4a-4f54-ac12-116759626002,030319,Valley Lutheran High School,60.0,47.0,,10.0,2.6,,2.48,1190.0,39.0,,84.0,77.0,31.0,39.0,38.0,42.0,74.0,66.0,11-City: Large,28.0,29.0,0001450,South x SW,AZ-01 Phoenix,US - West,,,,,High School,,,03 - 05,10% or fewer,10% or fewer,70-79%,75% - 90%,,Large city,100 or fewer,Private Religiously Affiliated,vlhs.org,5199 N 7th Ave,,,Phoenix,Maricopa,AZ,85013-2233,United States,33.5120468139648,-112.082412719727
private,00032156,,,00032156,VERDE VALLEY SCHOOL,3511 VERDE VALLEY SCHOOL RD,SEDONA,AZ,86351,YAVAPAI,41,,,1,123.0,123.0,11.0,30.0,54.0,28.0,,17.0,7.23,1.0,26.0,8.0,6.0,65.0,0.0,17.0,,,,,,,,,,,,,3.0,1.0,30.0,2950.0,review,030410,verde valley school,id,auto_accept,f,,,,4025.0,69613.0,30.3,12.0,,,,,,,,,,,9.9,False,,d0b76179-fc6c-4979-be21-300fd405fcf3,030410,Verde Valley School,72.0,,,,,,,1280.0,28.0,,21.0,7.0,24.0,29.0,50.0,55.0,53.0,44.0,41-Rural: Fringe,57.0,53.0,0001753,South x SW,AZ-03 Northern Arizona,US - West,,,,,High School,,,,,,,Over 90%,,Large city,100 or fewer,Private Secular,http://www.shixi.edu.sh.cn/,3511 Verde Valley School Road,,,Sedona,Yavapai,AZ,86351,United States,34.7784,-111.7851
private,00031265,,,00031265,XAVIER COLLEGE PREPARATORY,4710 N 5TH ST,PHOENIX,AZ,85012,MARICOPA,11,,,1,1123.0,1123.0,314.0,266.0,259.0,284.0,,78.0,14.39,9.0,38.0,292.0,16.0,682.0,8.0,78.0,,,,,,,,,,,,,1.0,2.0,1.0,2524.0,review,030295,Xavier College Prep,id,auto_accept,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,2025-10-09 00:00:00,01ec9806-8b22-4fbc-ba73-98418e9c9e09,030295,Xavier College Preparatory Sch,54.0,97.0,Yes,31.0,4.5,,3.28,1200.0,277.0,,74.0,61.0,15.0,21.0,26.0,29.0,57.0,45.0,11-City: Large,11.0,7.0,0001447,South x SW,AZ-01 Phoenix,US - West,,,,,High School,,,greater than 20,11-19%,,90% or more,51% - 75%,,Large city,101-500,Private Religiously Affiliated,www.xcp.org,4710 N 5th St,,,Phoenix,Maricopa,AZ,85012-1738,United States,33.5072937011719,-112.067428588867
private,A1500117,,,A1500117,YESHIVA HIGH SCHOOL OF ARIZONA,7045 N 12TH ST,PHOENIX,AZ,85020,MARICOPA,11,,,1,46.0,46.0,20.0,8.0,10.0,8.0,,13.6,3.38,,,,,,,,,,,,,,,,,,,,2.0,3.0,18.0,49837.0,reject,,,name,reject,f,,,,4013.0,89300.0,36.7,11.0,,,,,,,,,,,12.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,A0300076,,,A0300076,YUMA CATHOLIC HIGH SCHOOL,2100 W 28TH ST,YUMA,AZ,85364,YUMA,13,,,1,517.0,517.0,135.0,134.0,131.0,117.0,,28.0,18.46,6.0,12.0,299.0,11.0,162.0,1.0,26.0,,,,,,,,,,,,,1.0,1.0,1.0,2290.0,review,,Yuma High School,name,review,t,,,,4027.0,62876.0,16.8,15.6,,,,,,,,,,,22.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00077164,,,00077164,ACADEMY OF OUR LADY OF PEACE,4860 OREGON ST,SAN DIEGO,CA,92116,SAN DIEGO,11,,,1,730.0,730.0,174.0,176.0,181.0,199.0,,41.4,17.63,2.0,35.0,300.0,9.0,225.0,10.0,149.0,,,,,,,,,,,,,1.0,2.0,1.0,64203.0,reject,052820,academy lady of peace,id,auto_accept,f,,,,6073.0,106268.0,43.2,10.3,,,,,,,,,,,10.8,False,2021-09-28 00:00:00,97c17ac4-a3f6-4369-bd49-311771cebcfc,052820,Academy Our Lady Of Peace,61.0,82.0,Yes,24.0,3.78,,3.21,1240.0,181.0,,50.0,31.0,17.0,19.0,17.0,21.0,66.0,40.0,11-City: Large,12.0,23.0,0002506,West,CA-31 City of San Diego,US - West,,,,,High School,,,16-19,,11-19%,80-89%,75% - 90%,,Suburban community,101-500,Private Religiously Affiliated,www.aolp.org,4860 Oregon Street,,,San Diego,San Diego,CA,92116-1393,United States,32.7624,-117.1242
private,A2300077,,,A2300077,ALKAVAIN ACADEMY,9 CROW CANYON CT STE 105,SAN RAMON,CA,94583,CONTRA COSTA,13,,,6,6.0,6.0,1.0,2.0,1.0,2.0,,1.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,3.0,1.0,30.0,1270.0,reject,,,name,reject,f,,,,6013.0,127229.0,45.2,8.4,,,,,,,,,,,9.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private,00076706,,,00076706,AQUINAS HIGH SCHOOL,2772 STERLING AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,12,,,1,626.0,626.0,167.0,160.0,154.0,145.0,,34.1,18.35,11.0,45.0,375.0,70.0,81.0,10.0,34.0,,,,,,,,,,,,,1.0,1.0,1.0,1237.0,review,052772,aquinas high school,id,auto_accept,f,,,,6071.0,85478.0,23.3,13.3,,,,,,,,,,,16.7,False,,11a83977-f9c6-4769-bc26-849b096633de,052772,Aquinas High School,55.0,58.0,,27.0,3.99,,2.84,1140.0,120.0,,86.0,80.0,63.0,62.0,41.0,56.0,81.0,67.0,12-City: Midsize,39.0,57.0,0002663,West,"CA-27 Riverside, San Bernardino, & Ontario",US - West,,,,,High School,,,,,,,75% - 90%,,Medium city,100 or fewer,Private Religiously Affiliated,,2772 Sterling Avenue,,,San Bernardino,San Bernardino,CA,92404-3457,United States,34.1426,-117.2606
private,01609418,,,01609418,ARCHBISHOP MITTY HIGH SCHOOL,5000 MITTY WAY,SAN JOSE,CA,95129,SANTA CLARA,11,,,1,1770.0,1770.0,457.0,443.0,427.0,443.0,,124.3,14.23,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,48013.0,review,053078,archbishop mitty high school,id,auto_accept,f,,,,6085.0,164281.0,56.5,7.1,,,,,,,,,,,6.7,False,2025-09-09 00:00:00,af2ee690-6e2b-47e7-816d-faf205c13e4b,053078,Archbishop Mitty High School,93.0,79.0,,30.0,6.36,,3.87,1250.0,422.0,,39.0,20.0,7.0,9.0,5.0,6.0,48.0,19.0,11-City: Large,2.0,5.0,0003576,West,CA-10 City of San Jose,US - West,,,,,High School,,,greater than 20,,,90% or more,75% - 90%,,Suburban community,101-500,Private Religiously Affiliated,www.mitty.com/counseling,5000 Mitty Avenue,,,San Jose,Santa Clara,CA,95129-1897,United States,37.3066,-122.0002
private,00072596,,,00072596,ARCHBISHOP RIORDAN HIGH SCHOOL,175 FRIDA KAHLO WAY,SAN FRANCISCO,CA,94112,SAN FRANCISCO,11,,,1,1143.0,1143.0,293.0,305.0,277.0,268.0,,,,4.0,344.0,192.0,47.0,280.0,32.0,244.0,,,,,,,,,,,,,1.0,1.0,1.0,48013.0,review,053000,archbishop riordan high school,id,auto_accept,f,,,,6075.0,140970.0,60.3,11.2,,,,,,,,,,,10.1,False,,3ab1aec5-29af-4496-bb7f-02a3c1a54ee5,053000,Archbishop Riordan High School,24.0,75.0,,24.0,3.64,,2.38,1150.0,200.0,,51.0,32.0,21.0,24.0,12.0,15.0,67.0,42.0,11-City: Large,8.0,16.0,0003223,West,CA-05 San Francisco Co,US - West,,,,,High School,,,11-15,,40-49%,,,,Large city,101-500,Private Religiously Affiliated,www.riordanhs.org,175 Phelan Avenue,,,San Francisco,San Francisco,CA,94112-1897,United States,37.7195,-122.4411
private,BB220040,,,BB220040,BAIS YAAKOV MACHON,5870 W OLYMPIC BLVD,LOS ANGELES,CA,90036,LOS ANGELES,11,,,1,59.0,59.0,17.0,16.0,12.0,14.0,,12.3,4.79,0.0,0.0,0.0,0.0,59.0,0.0,0.0,,,,,,,,,,,,,2.0,2.0,18.0,1403.0,reject,,,name,reject,f,,,,6037.0,90112.0,36.0,13.7,,,,,,,,,,,16.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
